incident_id,facility_id,facility_name,starting_date,ending_date,attack_type,result,description,full_discription,source_url_1,source_url_2,archived_resources,has_image,image_url,archived_image,video_url,archived_video,civilians_killed,civilians_injured,hw_killed,hw_injured,added_by,reviewed_by,,submission_id,added_by,reviewed_by
INC-242,FAC-005,Al-Amal Hospital,2024-02-17,,Unspecified,PRCS published images of two doctors that were detained from Al-Amal on 9 Feb showing signs of torture after return on 16 Feb,"On 17 February, PRCS published images showing signs of what they assess to be torture of two doctors who had been detained from Al-Amal hospital by Israeli forces on 9 February. Twelve PRCS staff members continue to be detained by Israeli forces, according to PRCS. ",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-121,"https://x.com/PalestineRCS/status/1758853332926353605?s=20 , https://x.com/PalestineRCS/status/1758428788541587659 ",,Yes,,,,,,,,,,Tally,View Incident,,,
INC-243,FAC-005,Al-Amal Hospital,2025-08-02,,Artillery Shelling,"PRCS headquarters in Khan Younis were shelled resulting in 1 death, 3 injuries, and a fire breaking out","The administrative headquarters of Al-Amal City, affiliated with the PRCS in Khan Yunis and located next to Al-Amal Hospital, was directly hit by Israeli artillery fire, resulting in the death of one of the society's cadres, Omar Mansour Hamdan Salim, and the injury of a number of employees, in addition to severe material damage. The PRCS stated that the first shell targeted the upper floors of the building, followed by a second shell while employees were inspecting the damage, and then a third shell targeted the first floor during attempts to extinguish the fire, indicating repeated targeting of the site during rescue operations.",,https://www.ochaopt.org/content/humanitarian-situation-update-311-gaza-strip,"https://www.ifrc.org/press-release/ifrc-condemns-attack-palestine-red-crescent-headquarters-khan-younis-and-killing , https://www.facebook.com/PalestineRCS/posts/pfbid02jbYxoU1jFSfnYi7JpQ99qdEfLEN5ZFbtw2Vi9iMKYxWK5MoPWhULP7kiaAmgASVtl , https://www.facebook.com/PalestineRCS/posts/pfbid02fK6gvPzTD5c27oqbPk9du1WMNBSovyQmpyfQQSSWHanzCMwB9eVHG1hAFDsXLYm3l , https://gazahcsector.palestine-studies.org/en/node/76 ",,Yes,https://www.facebook.com/PalestineRCS/posts/pfbid033Dye45UtV846RewEgFg7eSXGkT8BYFRhrdLvWDMXeHjpDJyvmVeVAmf7rZC1Cyxdl ,,https://www.facebook.com/PalestineRCS/videos/1779563122669580/,,,1,1,2,,Tally,View Incident,,,
INC-244,FAC-050,Kuwait Field Hospital,2024-06-07,,Unspecified,Hospital was struck causing a fire ,"Zionist forces have attacked the Kuwait Specialty Hospital in the city of Rafah, south
of the Gaza Strip, setting large parts of it on fire.
In a press statement, Director of the Kuwaiti Hospital, Dr Suhaib Al-Hams, condemned occupiers
systematic targeting of hospitals in the Gaza Strip
and putting them out of service. He described the
health situation in Rafah as extremely catastrophic
after all Rafah hospit",,https://kuwaittimes.com/uploads/pdf/2024/06/09/kt_pdf-20240609-1.pdf?ts=221032,https://www.facebook.com/Kuwait.hos/posts/pfbid02UT99WXiQEfkXFR9pR8fG6dgnuxoGqqCvJJvBspML6FQHmKn1fX2BY93Tnh2FACTJl,,No,,,,,,,,,,Tally,View Incident,,,
INC-245,FAC-050,Kuwait Field Hospital,2023-12-20,,Airstrike (Vicinity),Israeli military bombarded the area near the hospital,"Al Jazeera correspondent Hani Mahmoud was reporting live when an Israeli missile strike pounded buildings behind him. He continued to report as people fled the scene, close to the Kuwaiti Hospital in a densely populated residential area in Rafah in southern Gaza.",,https://www.aljazeera.com/video/newsfeed/2023/12/20/israeli-strike-hits-during-live-report-near-hospital-in-rafah,,,Yes,,,"https://www.youtube.com/watch?v=WaAO7tAQ8JA , https://www.aljazeera.com/video/newsfeed/2023/12/20/israeli-strike-hits-during-live-report-near-hospital-in-rafah ",,,,,,,Tally,View Incident,,,
INC-246,FAC-038,UNRWA Health Centre,2026-05-06,,Live Fire / Gunfire,UNRWA Health Centre in Maghazi Camp was struck with bullets causing minor damage,"On 6 May, an UNRWA Health Centre in Maghazi Camp was reportedly struck by bullets due to shooting by Israeli forces in East Maghazi. Minor damage to the health centre and no casualties among the staff were reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-221-humanitarian-crisis-gaza-strip-and-occupied-west-bank,,,No,,,,,,,,,,Tally,View Incident,,,
INC-247,FAC-038,UNRWA Health Centre,2023-10-10,,Shrapnel,Shrapnel found in health centre in Northern area,Shrapnel was found in a health centre in the northern area.,,https://www.unrwa.org/resources/reports/unrwa-situation-report-3-situation-gaza-strip,,,No,,,,,,,,,,Tally,View Incident,,,
INC-248,FAC-038,UNRWA Health Centre,2023-10-11,,Airstrike,Health centre in Gaza City affected by airstrike,An UNRWA health centre in Gaza City as well as three trucks parked outside the centre were affected by collateral damage due to an airstrike targeting a building nearby. ,,https://www.unrwa.org/resources/reports/unrwa-situation-report-5-situation-gaza-strip,,,No,,,,,,,,,,Tally,View Incident,,,
INC-249,FAC-038,UNRWA Health Centre,2023-10-11,,Siege (fuel shortage),Two health centres are running critically low on fuel and will have to close if they do not get more,"Diesel reserves to run the health centres are critically decreasing. The current stock of diesel at Shaboura Health Centre in Rafah is for one day, while in Khan Younis health centre the stock is for two days. If stocks of diesel are not replenished by tomorrow (12 October), there is a high risk that these two health centres will have to close.  ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-5-situation-gaza-strip,,,No,,,,,,,,,,Tally,View Incident,,,
INC-250,FAC-038,UNRWA Health Centre,2023-10-20,,Unspecified,Collateral damage to health centre,"An UNRWA health centre in Nuseirat Camp in the Middle Area, was also affected by collateral damage.  ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-10-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-251,FAC-038,UNRWA Health Centre,2023-11-10,,Airstrikes (Vicinity),Health centre impacted by a strike in the vicinity,Two UNRWA schools and one health centre in Khan Younis were indirectly impacted when a strike hit a mosque nearby.,,https://www.unrwa.org/resources/reports/unrwa-situation-report-27-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-252,FAC-038,UNRWA Health Centre,2023-11-11,,Unspecified,Health centre in Rimal area of Gaza City impacted by a strike,"One UNRWA school and one health centre in the Rimal area of Gaza City were impacted by a strike. According to reports received by UNRWA between 1,000 and 2,500 IDPs were sheltering in the health centre. UNRWA was able to coordinate the safe evacuation of a group of IDPs from the health centre to the south of Wadi Gaza; however, the others still remain in the health centre.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-28-situation-gaza-strip-and-west-bank-including-east-Jerusalem,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-37,,No,,,,,,,,,,Tally,View Incident,,,
INC-253,FAC-038,UNRWA Health Centre,2023-11-12,,Invasion / Ground Assault,Israeli forces invaded two health centres forcing IDPs to leave and firing artillery at the centres. They also allegedly used the centres for Israeli military operations.,"UNRWA received extremely concerning reports that Israeli Security Forces (ISF) entered one school and two health centres in Gaza city with tanks and used the installations for military operations. The reports received by UNRWA state that ISF conducted interrogations and arrests of IDPs in the installations. In one health centre, five people were reportedly killed. According to the reports, IDPs were subsequently forced to leave the UNRWA installations and move south towards Wadi Gaza. Witnesses reported that Israeli Forces then struck the two health centres with artillery fire. UNRWA is further verifying these reports. If confirmed, the military use of UNRWA facilities raises serious concerns, as such use puts civilians at serious risk of harm. Directing attacks against civilian objects is a serious violation of international law. Health centres, in particular, are also afforded special protection against attack.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-29-situation-gaza-strip-and-west-bank-including-east-Jerusalem,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-38,,No,,,,,5,,,,,Tally,View Incident,,,
INC-254,FAC-038,UNRWA Health Centre,2023-11-24,,Direct Strike,Health centre hit causing damage,One health centre in the Middle Areas was directly struck resulting in severe damage to the building.,,https://www.unrwa.org/resources/reports/unrwa-situation-report-38-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-255,FAC-038,UNRWA Health Centre,2023-12-02,,Airstrikes (Vicinity),Health centre damaged by a nearby strike,"After further verifications, nine additional incidents impacting UNRWA installations were reported across the Gaza Strip. Six schools, one health centre, one centre for the visually impaired and one training centre sustained collateral damage due to strikes nearby.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-44-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-256,FAC-038,UNRWA Health Centre,2023-12-06,,Cessation of Operations,Health centre in southern area closed due to hostilities,"On 6 December, one of the nine active health centres in the southern area was closed due to the escalation of hostilities in Khan Younis.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-47-situation-gaza-strip-and-west-bank-including-east-Jerusalem,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-63,,No,,,,,,,,,,Tally,View Incident,,,
INC-257,FAC-038,UNRWA Health Centre,2023-12-08,,Unspecified,A health centre was impacted by an unspecified event,"On 8 December, so far 13 incidents have been reported impacting UNRWA installations (11 schools and two health facilities) and the IDPs sheltering there.  While verification of details and casualty figures is ongoing, initial reports indicate the following: four incidents impacted UNRWA installations with no casualties, including a distribution centre and a health centre in Jabalia...",,https://www.unrwa.org/resources/reports/unrwa-situation-report-48-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-258,FAC-038,UNRWA Health Centre,2023-12-10,,Forced Evacuation,Reports of forced evacuation and firing at a health centres in Jabalia,"Two health centres in Jabalia were impacted – in  one, IDPs suffered from smoke inhalation; and at the other, hosting around 7,000 people, two people  were reportedly shot outside the facilities  when they attempted to leave the shelter, which was directly struck multiple times.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-50-situation-gaza-strip-and-west-bank-including-east-Jerusalem,"https://x.com/PalestineRCS/status/1733883435800744331 , https://www.unrwa.org/resources/reports/unrwa-situation-report-49-situation-gaza-strip-and-west-bank-including-east-Jerusalem ",,Yes,https://www.unrwa.org/resources/reports/unrwa-situation-report-115-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,,2,1,,,,Tally,View Incident,,,
INC-259,FAC-038,UNRWA Health Centre,2024-01-10,,Shrapnel,Shrapnel hit guard area of a health centre,"On 10 Jan 2024, shrapnel hit the guard's room of a health centre in the middle areas causing some damage. No injuries were reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-63-situation-gaza-strip-and-west-bank-including-east-0,,,No,,,,,,,,,,Tally,View Incident,,,
INC-260,FAC-038,UNRWA Health Centre,2024-01-16,,Strikes,"Health centre in Gaza City directly hit, destroying two rooms, killing three IDPs, and injuring many","On 16 January, a Health Centre in Gaza City was reportedly directly struck whereby at least two rooms were reportedly hit. Three IDPs sheltering at the health centre were reportedly killed and many others were injured. UNRWA is working to determine the number of IDPs inside the health centre at the time of the incident and the number of injuries.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-66-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,3,,,,,Tally,View Incident,,,
INC-261,FAC-038,UNRWA Health Centre,2024-01-20,,Live Fire / Gunfire,The wall of a health centre was struck by stray bullets,"On 20 January 2024, two stray bullets hit the western building of a health centre in Khan Younis, which also hosts UNRWA Area Operations Room from where emergency operations are coordinated. No injuries were reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-67-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-262,FAC-038,UNRWA Health Centre,2024-01-22,,Cessation of Operations,Two health centres in Khan Younis closed.,"On 22 January, only four (out of 22) UNRWA health centres were operational.  This follows the closure of two health centres in Khan Younis following ISF military operations.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-69-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,Yes,,,https://www.facebook.com/reel/1623846851725340,,,,,,,Tally,View Incident,,,
INC-263,FAC-038,UNRWA Health Centre,2023-11-16,,Strikes,Health centre struck causing damage to the building,"On 16 November 2023, a health centre in Gaza town was directly struck, resulting in damage to the building and the boundary wall.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-70-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-264,FAC-038,UNRWA Health Centre,2024-01-30,,Airstrike (Vicinity),Health centre damged when a nearby school was hit,A health centre in the Middle Area sustained collateral damage when a nearby school was impacted. No injuries were reported.,,https://www.unrwa.org/resources/reports/unrwa-situation-report-72-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-265,FAC-038,UNRWA Health Centre,2024-02-12,,Airstrike (Vicinity),All windows on the third floor broken due to stike on nearby mosque,"On 12 February 2024, a health centre in Rafah sustained collateral damages due to a strike hitting a mosque nearby. All the windows on the third floor from the northern side of the building were broken. No injuries were reported among the IDPs sheltering in the health centre.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-77-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-266,FAC-038,UNRWA Health Centre,2023-12-17,,Strikes,Gaza city health centre damaged in strikes,"On 17 December 2023, a health centre in Gaza City reportedly sustained severe damages as a result of different strikes from air and from land.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-79-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-267,FAC-038,UNRWA Health Centre,2024-01-15,,Shelling,Health centre was shelled and demolished by IDF,"On 15 January 2024, a health centre in Khan Younis was directly hit by several tank shells. Additionally, IDF reportedly demolished parts of the outer courtyard of the health centre and made excavations inside the health centre’s yard. No injuries were reported, but the building structure sustained damages.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-86-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-268,FAC-038,UNRWA Health Centre,2024-03-13,,Strikes,Building damaged by direct hit,"On 13 March 2024 (estimated date, to be confirmed), a health centre in northern Gaza was directly hit resulting in damage to the building.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-104-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-269,FAC-038,UNRWA Health Centre,2024-05-05,,Shrapnel,"Nearby house was hit, resulting in damage to the centre and injurty to an IDP","On 5 May 24, as a result of a strike on a house adjacent to the  Health Centre in Rafah, a displaced child who was inside the health centre sustained a minor injury due to shrapnel that hit his foot. The health centre sustained damages whereby the solar panels, windows, water tanks and walls were damaged.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-106-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,1,,,,Tally,View Incident,,,
INC-270,FAC-038,UNRWA Health Centre,2024-05-10,,Shelling,Wall of the health centre was damaged by shelling,"On 10 May, in the early hours, the eastern outside wall of a health centre in Gaza City was reportedly damaged by shelling.  Nearly 2,300 people were reportedly sheltering in the health centre at the time of the incident.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-107-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-271,FAC-038,UNRWA Health Centre,2024-05-13,,Invasion / Ground Assault,Israeli forces destroyed an outer wall along with the pharmacy and medical store at a health centre and forced IDPs to evacuate,"On 13 May 2024, the ISF reportedly entered a health centre in Gaza City and demolished an external wall, the pharmacy and the medicine  store . Additionally, the IDPs sheltering in the health centre were reportedly forced by the ISF to evacuate. According to information available to UNRWA, in the week prior to the incident, nearly 2,300 IDPs were sheltering in the health centre; however, since 11 May 2024, IDPs started to flee to West Gaza due to increased ISF military operations and heavy bombardments in the area.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-108-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-272,FAC-038,UNRWA Health Centre,2024-05-14,,Direct Strike,"Health centre was directly struck, killing 11 and injuring 25, and causing significant damage to the building","On 14 May 2024,  11 IDPs were killed and 25 others were injured when a health centre in Gaza city was directly hit . The health centre sustained severe damage including the complete destruction of the guard rooms, the large generator's room and its fuel tank, the electrical generators, the water tanks and the solar panels. At the time of the incident, six IDPs families (about 50 IDPs) were still sheltering in the health centre and they were forced to evacuate to west Gaza City.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-108-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,11,25,,,,Tally,View Incident,,,
INC-273,FAC-038,UNRWA Health Centre,2024-05-09,2024-05-21,Siege,UNRWA health centres not receiving medical supplies or medications due to Rafah and Kerem Shalom crossing closures,"UNRWA health centres in the last 12 days have not received any medical supplies due to Rafah and Kerem Shalom crossing closure/disruptions.  This affects the stock of medicines, mainly general items such as antibiotics for children and anti-epileptic drugs. Certain laboratory and dental items and vaccines are out of stock.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-108-situation-gaza-strip-and-west-bank-including-east-Jerusalem,"https://www.unrwa.org/resources/reports/unrwa-situation-report-109-situation-gaza-strip-and-west-bank-including-east-Jerusalem , https://www.unrwa.org/resources/reports/unrwa-situation-report-110-situation-gaza-strip-and-west-bank-including-east-Jerusalem , https://www.unrwa.org/resources/reports/unrwa-situation-report-111-situation-gaza-strip-and-west-bank-including-east-Jerusalem ",,No,,,,,,,,,,Tally,View Incident,,,
INC-274,FAC-038,UNRWA Health Centre,2024-05-17,,Shelling,A centre was shelled causing damage and a fire in the building,"On 17 May 2024,  ISF tank reportedly shelled a health centre in North Gaza causing damage (including from fire) to the building. The extent of the damage is at present unconfirmed. It was also reported that IDPs sheltering in the building were forced to evacuate. ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-111-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-275,FAC-038,UNRWA Health Centre,2024-05-27,,Shelling,Second floor of health centre was shelled,"On 27 May 2024, an ISF tank reportedly shelled the second floor of a health center in Middle Area causing damage, full extent of which is yet to be confirmed. No injuries were reported. ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-111-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-276,FAC-038,UNRWA Health Centre,2024-05-30,,Shelling,Third floor of health centre shlled,"On 30 May 2024, at 11:00 an ISF tank reportedly shelled the third floor of the east side of a health centre in Middle Area, causing the building to sustain damage, extent of which is yet to be verified. No injuries were reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-111-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-277,FAC-038,UNRWA Health Centre,2024-06-04,,Shelling,"Health centre being used as a shelter shelled, killing one and injuring others","On 4 June 2024, ISF reportedly shelled a health centre which is currently also being used as an emergency shelter in Middle Area, killing one child and injuring several IDPs.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-112-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,1,,,,,Tally,View Incident,,,
INC-278,FAC-038,UNRWA Health Centre,2024-06-05,,Shelling,"Health centre shelled, causing damage","On 5 June 2024, an ISF tank reportedly shelled a health centre which is currently also being used as an emergency shelter in Middle Area, causing the building to sustain damage, the extent of which is at present unknown.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-112-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-279,FAC-038,UNRWA Health Centre,2024-07-24,,Forced Evacuation,Evacuation orders for al Mawasi area in Khan Younis forcing four health centres to close,"The evacuation orders directly impact health and WASH services, with four health centres and medical points and 10 critical WASH facilities having to stop operations.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-124-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-280,FAC-038,UNRWA Health Centre,2024-08-13,,Cessation of Operations,One health centre forced to close due to increased fighting in the area,"Since the last update, one UNRWA health centre has been closed due to heavy bombardment near the health centre and increased insecurity and fighting in the area.    ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-128-situation-gaza-strip-and-west-bank-including-east-Jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-281,FAC-038,UNRWA Health Centre,2024-10-06,,Cessation of Operations,Multiple health centres froced to close due to evacuation orders and heavy fighting,"While health services continued, medical points in Gaza and northern Gaza were closed due to insecurity and evacuation orders and two health centres in Gaza City and northern Gaza were also closed due to heavy and continuous airstrikes in or near Jabalia camp. ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-142-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-282,FAC-038,UNRWA Health Centre,2024-10-23,,Forced Evacuation,IDPs were forced to evacuate from a health centre,"On 23 October 2024, the Israeli Forces reportedly forcefully evacuated IDPs sheltering inside an UNRWA health centre and an UNRWA school in Jabalia towards West Gaza City and the south of the Gaza Strip.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-145-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-283,FAC-038,UNRWA Health Centre,2024-11-05,2024-11-08,Unspecified,"Image showing Israeli soldier and tank outside UNRWA Rafah health centre, with damage to the building. A video posted a few days later shows IDF soldeirs on the roof of the health centre videoing demolition of surrounding neighborhood","On 5 November 2024, an image was published online displaying Israeli Forces tanks and a soldier inside the grounds of UNRWA Rafah Health Centre in Rafah. The image shows damage to this UN installation. On 8 November 2024, a video was circulated publicly displaying Israeli soldiers on the roof of the Rafah Health Centre, in Rafah Camp. An image posted in an article from +972 Magazine states that the majority of the damage done to the health centre occured on 15 July 2024, but there do not seem to be other articles or reports that confirm this.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-147-situation-gaza-strip-and-west-bank-including-east-jerusalem,https://www.972mag.com/search/?q=unrwa+Rafah%2C+July+15%2C+2024,,Yes,https://x.com/trackingisrael/status/1853533825986441704/photo/2,,"https://x.com/trackingisrael/status/1856425742940410200 , https://x.com/GeoConfirmed/status/1855278207945023496 ",,,,,,,Tally,View Incident,,,
INC-284,FAC-038,UNRWA Health Centre,2024-10-06,2024-11-07,Destroyed,Reports that the health centre in Jabalia was severely damaged,"On 7 November 2024, UNRWA received reports of severe destruction of the Jabalia Health Centre that reportedly occurred in the context of the Israeli Forces military operation in Jabalia which started on 6 October 2024. A video posted online shows this UN installation burnt and severely damaged. The exact date this damage occured is not stated. Additionally, the Jabalia health centre was severely damage in July of 2024 and it is unclear what destruction was done in July and what was done in October/November.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-147-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,Yes,https://x.com/UNRWA/status/1845413880039616588/photo/1,,https://x.com/trackingisrael/status/1858957201160769618,,,,,,,Tally,View Incident,,,
INC-285,FAC-038,UNRWA Health Centre,2025-01-08,,Airstrike (Vicinity),Strike in the vicinity of the health centre,"On 8 January, the Israeli Forces reportedly conducted a strike in the vicinity of an UNRWA health centre in Deir al-Balah Camp. It was reported that four Palestinians were killed, and others were injured outside the installation. Minor damage to the windows of the health centre was also reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-155-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-286,FAC-038,UNRWA Health Centre,2025-01-18,,Artillery Shelling,Health centre in Al Maghazi directly hit by artillery shelling,"On 18 January, the Israeli Forces directly struck, with an artillery shell, the third floor of an UNRWA health centre in Al Maghazi. The extent of damage to the health centre is under verification.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-156-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-287,FAC-038,UNRWA Health Centre,2025-03-20,,Airstrike (Vicinity),Health centre damaged by a nearby strike,"On 20 March, an UNRWA health centre in Ma’an area, east of Khan Younis, reportedly sustained minor damage due to a nearby Israeli Forces airstrike. No injuries were reported. ",,https://www.unrwa.org/resources/reports/unrwa-situation-report-165-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-288,FAC-038,UNRWA Health Centre,2025-03-21,,Airstrike (Vicinity),Health centre was impacted by nearby strike,"On 21 March, an Israeli Forces airstrike in Al Naser Area, northwest Gaza City, reportedly impacted an UNRWA health centre in Rimal, causing minor damage.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-165-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-289,FAC-038,UNRWA Health Centre,2025-04-02,,Unspecified,"First floor of Jabalia health centre struck, destroying two rooms and killing 15 people sheltering there","On 2 April, the Israeli Forces hit two rooms on the first floor of an UNRWA destroyed Health Centre in Jabalia. The site was used as an UNRWA-managed shelter for 160 displaced families (or around 735 people) when it was hit. The UNRWA personnel managing the shelter did not receive any warning signals prior to the strike. Fifteen displaced people, including nine children, were reported killed in the strike. UNRWA Commissioner-General posted on X (previously known as Twitter) that “The total disregard of UN staff, premises or operations is a profound defiance of international law” and called once again for “independent investigations to find out the circumstances of each of these attacks and the serious violations.”",,https://www.unrwa.org/resources/reports/unrwa-situation-report-166-situation-gaza-strip-and-west-bank-including-east-jerusalem,https://x.com/UNLazzarini/status/1907486323553734859,,No,,,,,15,,,,,Tally,View Incident,,,
INC-290,FAC-038,UNRWA Health Centre,2025-05-09,,Airstrike (Vicinity),A health centre was damaged when nearby UNRWA offices were hit,"On 9 May, an UNRWA Office was reportedly directly struck twice by Israeli Forces airstrikes in Jabalia, resulting in its complete destruction. Three nearby UNRWA installations – a distribution centre, a non-food items store and a health centre – sustained moderate to severe damage due to the impact of the airstrikes. No injuries were reported among UNRWA personnel.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-171-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-291,FAC-038,UNRWA Health Centre,2025-05-17,,Airstrike (Vicinity),Nearby airstrike shattered the windows of a health centre,"On 17 May, an UNRWA health centre in Hamad City, northern Gaza, was reportedly indirectly impacted by a nearby Israeli Forces airstrike, resulting in shattered windows.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-172-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-292,FAC-038,UNRWA Health Centre,2025-05-17,,Airstrike (Vicinity),Airstrike in the vicinity resulted in shattered windows,"On 17 May, an UNRWA training centre and a health centre in Qarrara, east Khan Younis, were reportedly indirectly impacted by an Israeli Forces airstrike and artillery shelling, resulting in shattered windows.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-172-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-293,FAC-038,UNRWA Health Centre,2025-06-04,,Live Fire / Gunfire,Health centre struck by stray bullets,"On 4 June, two stray bullets (source of bullets unknown) struck the northeast side of the second floor of an UNRWA health centre in Khan Younis. Minor damage to the facility but no casualties among UNRWA personnel were reported.",,https://www.unrwa.org/resources/reports/unrwa-situation-report-175-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
INC-294,FAC-038,UNRWA Health Centre,2025-06-25,,Shrapnel,Solar panels at health centre damaged by shrapnel or bullets,"On 25 June 2025, two solar panels of an UNRWA health centre in Khan Younis were reportedly found damaged due to shrapnel or bullets (the source of the bullets/shrapnel is unknown).",,https://www.unrwa.org/resources/reports/unrwa-situation-report-178-situation-gaza-strip-and-west-bank-including-east-jerusalem,,,No,,,,,,,,,,Tally,View Incident,,,
