incident_id,_anchor,facility_id,attack_type_ar,result_ar,description_ar,full_discription_ar
INC-072,Al-Awda Hospital,FAC-003,الإخلاء,أُمر آخر مستشفى يعمل جزئياً في شمال غزة، من قبل القوات الإسرائيلية، بإخلاء المرضى والموظفين فوراً في 3 يناير/كانون الثاني. كما دُمر خزان الوقود والمولد الكهربائي الأخير المتبقي في المستشفى مؤخراً بعد استهدافه بشكل مباشر.,,
INC-073,Al-Awda Hospital,FAC-003,يضرب,أُصيبت البوابة الغربية للمستشفى، مما أسفر عن إصابة عدد من العاملين فيه (لم يُحدد عدد الإصابات). وتوفي أحد ضباط الأمن المصابين في الهجوم بعد أسبوع (في 7 أكتوبر) متأثراً بجراحه.,,
INC-074,Al-Awda Hospital - Nusseirat,FAC-004,يضرب,مما أسفر عن وقوع إصابات,,
INC-075,Al-Khair Hospital,FAC-024,يضرب,أصاب ودمر,,
INC-076,Al-Khair Hospital,FAC-024,غارة,داهمت القوات الإسرائيلية مستشفى، وأُمرت النساء والأطفال بالإخلاء باتجاه رفح، واعتُقل بعض العاملين [تحديث عاجل من مكتب تنسيق الشؤون الإنسانية رقم 100]. قطعت القوات الإسرائيلية الطرق المؤدية إلى مستشفى الأمل ومجمع نصار الطبي [معهد الدراسات الفلسطينية].,,
INC-077,Al-Quds Hospital,FAC-008,غارة جوية,تعرض المبنى المجاور للمستشفى لأضرار بالغة. فقد لحقت أضرار بالجزء الداخلي من المستشفى، حيث تحطمت الزجاجات، وتضررت أسرّة المرضى ومعدات المستشفى، بالإضافة إلى السقف.,تُظهر عدة مقاطع فيديو مدخل المستشفى بعد الأضرار الناجمة عن القصف الجوي. كما تُظهر صور الأقمار الصناعية التي نشرتها صحيفة الغارديان في 11 نوفمبر/تشرين الثاني أضراراً لحقت بالطرق والمباني المحيطة بالمستشفى.,
INC-078,Al-Quds Hospital,FAC-008,غارة جوية,أصيبت مباشرة، وعدد كبير من الضحايا ولكن لم يتم تأكيده,في الثالث من نوفمبر، وفي نفس الوقت تقريباً، تعرض مستشفى القدس في مدينة غزة والمستشفى الإندونيسي في شمال غزة للقصف، وذلك بحسب التقارير خلال غارات جوية، مما أسفر عن عدد كبير من الضحايا لم يتم تأكيده بعد.,
INC-079,Al-Quds Hospital,FAC-008,غارة جوية,تعرض مدخل المستشفى للهجوم، مما أسفر عن مقتل شخصين وتضرر المدخل.,في الرابع من نوفمبر/تشرين الثاني، أفادت التقارير باستهداف مداخل كل من مستشفى ناصر للأطفال ومستشفى القدس في مدينة غزة خلال غارات جوية إسرائيلية. وأسفرت الغارات عن مقتل شخصين وإصابة العشرات، بالإضافة إلى أضرار لحقت بمداخل هاتين المؤسستين الصحيتين. ويُعد مستشفى القدس حاليًا ملجأً لنحو 14 ألف نازح.,
INC-080,Al-Quds Hospital,FAC-008,الإضرابات في المنطقة,وأُفيد بإصابة مريضين و12 شخصاً كانوا يحتمون في المستشفى، كما لحقت أضرار بالمستشفى أيضاً.,,
INC-081,Al-Quds Hospital,FAC-008,الحصار,تم إيقاف تشغيل المولد الرئيسي، وتم إغلاق جناح الجراحة ومحطة توليد الأكسجين وجناح التصوير بالرنين المغناطيسي.,في الثامن من نوفمبر، أعلن مستشفى القدس في مدينة غزة عن إيقاف تشغيل مولده الرئيسي، واستخدام مولد أصغر بدلاً منه لتقليل استهلاك الوقود. ونتيجة لذلك، اضطرت أقسام الجراحة، وتوليد الأكسجين، والتصوير بالرنين المغناطيسي إلى الإغلاق. وسيوفر المستشفى ساعتين من الكهرباء يومياً للنازحين الذين يقيمون في مرافقه. ويعاني المستشفى من عزلة عن المناطق المجاورة، ونقص حاد في الغذاء، وحليب الأطفال، والأدوية، والمستلزمات الطبية.,
INC-082,Al-Quds Hospital,FAC-008,الإضرابات في المنطقة,تم قصف المناطق المتقاربة,,
INC-083,Al-Quds Hospital,FAC-008,قصف,تعرضت وحدة العناية المركزة لأضرار,,
INC-084,Al-Quds Hospital,FAC-008,قصف,تعرضت المنطقة المحيطة بالمستشفى للقصف المستمر، مما أثر على الموظفين والمرضى و14000 نازح داخلياً كانوا يحتمون في المنطقة.,في مناسبتين منفصلتين، تعرضت المنطقة المحيطة بمستشفى القدس في شمال غزة للقصف، مما أثر على الموظفين والمرضى و14 ألف نازح داخلياً.,
INC-085,Al-Quds Hospital,FAC-008,منطقة القصف,تعرض للقصف مما تسبب في أضرار، وأصدرت أوامر إخلاء متكررة خلال الأيام السابقة.,في 28 و29 أكتوبر، أفادت التقارير بتعرض محيط مستشفى القدس في مدينة غزة للقصف، مما تسبب في أضرار.,
INC-086,Al-Quds Hospital,FAC-008,غير محدد الهوية,تعرضت المنطقة المحيطة بالمستشفى للقصف، كما تعرضت نوافذ المستشفى للقصف، ويظهر الدخان وهو يتصاعد من البنية التحتية.,,
INC-087,Al-Quds Hospital,FAC-008,منطقة القصف,استهدفت عمليات القصف مستودعات جمعية الهلال الأحمر الفلبينية المجاورة للمستشفى، مما أدى إلى دخول كميات كبيرة من الحطام والغبار إلى المستشفى، مما تسبب في استنشاق واختناق المرضى والطاقم الطبي والنازحين داخلياً.,كان أحد الهجمات التي وقعت في 30 أكتوبر/تشرين الأول ضد مستودعات جمعية الهلال الأحمر الفلسطيني المجاورة لمستشفى القدس، في حي تل الهوى بمدينة غزة، حيث أدت الأضرار الناجمة عن القصف القريب إلى دخول كميات كبيرة من الحطام والغبار إلى المستشفى، مما تسبب في استنشاقها واختناق المرضى والموظفين والنازحين.,
INC-088,Al-Quds Hospital,FAC-008,تطويق، طلقات قناصة,تعطل مولد الكهرباء في المستشفى، ولا يمكن إصلاحه بسبب نيران القناصة.,في 11 نوفمبر، أفيد بتعطل مولد الكهرباء في مستشفى القدس، وأن الفنيين لم يتمكنوا من إصلاحه بسبب نيران القناصة. ومن بين المرضى ذوي الحالات الحرجة، يرقد سبعة في العناية المركزة، وثلاثة أطفال رضع في الحاضنات.,
INC-089,Al-Quds Hospital,FAC-008,الحصار، التطويق، القصف,لا يزال الطاقم الطبي والمرضى وعائلاتهم محاصرين في المستشفى بدون طعام أو ماء أو كهرباء,في 13 نوفمبر/تشرين الثاني، اضطرت قافلة مشتركة تابعة للهلال الأحمر الفلسطيني واللجنة الدولية للصليب الأحمر، كانت متجهة إلى مستشفى القدس في مدينة غزة لإجلاء المرضى، إلى العودة بعد مغادرتها خان يونس، بسبب القصف المتواصل وانعدام الأمن المحيط بالمستشفى. وتشير التقارير إلى أن الفريق الطبي والمرضى وعائلاتهم ما زالوا محاصرين في المستشفى دون طعام أو ماء أو كهرباء.,
INC-090,Al-Quds Hospital,FAC-008,قتال عنيف - في الجوار,,,
INC-091,Al-Quds Hospital,FAC-008,,لم يعد يعمل بسبب نفاد الوقود المتاح وانقطاع التيار الكهربائي.,,
INC-092,Al-Quds Hospital,FAC-008,قصف,أُجبرت الفرق على الإخلاء بسبب تزايد انعدام الأمن، بما في ذلك القصف المدفعي والجوي.,,
INC-093,Al-Quds Hospital,FAC-008,غير محدد,استهدفت القوات الإسرائيلية مبنى سكنياً يقع على بعد أقل من 50 متراً من مستشفى القدس، مما تسبب في أضرار جسيمة للمستشفى ومكاتبه الإدارية والمباني المجاورة.,,
INC-094,Al-Quds Hospital,FAC-008,إطلاق نار,توقفت محطة الأكسجين عن العمل بعد تعرضها لنيران القوات الإسرائيلية,,
INC-095,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,غير محدد الهوية,لحقت أضرار بالطابق الثالث وأجزاء من الطابق الثاني من المستشفى، كما تضررت سيارة إسعاف أيضاً.,"تُظهر لقطات فيديو من بوابات المستشفى إصابة مباشرة لنافذة الطابق الثالث، بينما تُظهر صور من داخل المستشفى أضرارًا لحقت بالمعدات الطبية، كما تظهر آثار أضرار على سيارة إسعاف في موقف سيارات المستشفى.
...",
INC-096,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,الحصار / التطويق,أظهرت لقطات مصورة بطائرة بدون طيار من جمهورية مصر العربية وجود 13 دبابة تحيط بالمنشأة، مما أدى إلى تطويق المنطقة المحيطة بالمستشفى.,"تُظهر مقاطع فيديو مُلتقطة من نافذة المستشفى دبابتين في الشوارع المحيطة.
وتُظهر لقطات مُصوّرة بطائرة مسيّرة تابعة للجيش الإسرائيلي، نُشرت في 14 نوفمبر/تشرين الثاني - بعد ثلاثة أيام من الفترة التي تناولتها صحيفة الغارديان - أربع دبابات إسرائيلية متوقفة بجوار المستشفى، وتسع دبابات في الشوارع المُحيطة به.
وتعرض المستشفى للقصف خمس مرات، وفقًا لمسؤولين نقلت عنهم قناة الجزيرة.",
INC-097,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,غير محدد الهوية,تعرض للهجوم مما تسبب في أضرار جسيمة لخزانات المياه الموجودة على أسطح المنازل، وأنظمة الكهرباء والاتصالات، وبعض المعدات الطبية.,أفاد المدير العام لمنظمة الصحة العالمية، تيدروس أبهانوم غيبريسوس، أن مستشفى الرنتيسي في مدينة غزة تعرض لهجوم أمس بينما كان بداخله 80 مريضاً. ولم ترد أنباء عن وقوع إصابات، إلا أن الهجوم تسبب في حالة من الذعر بين المرضى والعاملين. كما وردت أنباء عن أضرار جسيمة لحقت بخزانات المياه على السطح، وأنظمة الكهرباء والاتصالات، وبعض المعدات الطبية. وفرّ 40 مريضاً طلباً للأمان، بينما لا يزال 40 آخرون، بينهم 4 أطفال في العناية المركزة و8 رُضّع، داخل المستشفى.,
INC-098,Dr Abdul Aziz Rantisi Children's Specialty Hospital,FAC-011,توقف العمليات,تعرضت المنطقة لأضرار بالغة جراء غارة مباشرة في 16/09/2025، ونُقلت معظم معداتها الطبية، وفقًا لمجموعة الصحة، إلى مستشفيات الحلو والصحابة والمستشفيات الصديقة للمرضى، وجميعها في مدينة غزة، في 21 سبتمبر.,أعلنت وزارة الصحة يوم الاثنين أن القصف الإسرائيلي حول المرافق الطبية أجبر على إغلاق مستشفى الرنتيسي للأطفال ومستشفى العيون في مدينة غزة، وهو المركز العام الوحيد لرعاية العيون في القطاع.,
INC-099,Al-Shifa Medical Complex,FAC-000,ضربة صاروخية / سبايك NLOS (في الجوار),قُتل ما لا يقل عن 13 شخصًا وأصيب ما لا يقل عن 26 آخرين، كما تعرضت سيارات إسعاف للهجوم.,بعد ظهر يوم 3 نوفمبر، تعرض موكب سيارات إسعاف كان ينقل مرضى من مستشفى الشفاء في مدينة غزة إلى معبر رفح مع مصر، لثلاث هجمات بالقرب من المستشفى. وتشير التقارير الأولية إلى مقتل 13 شخصاً على الأقل وإصابة 26 آخرين.,
INC-100,Al-Shifa Medical Complex,FAC-000,محيط الغارة الجوية,تعرض محيط المستشفى لخمس ضربات، مما أسفر عن مقتل سبعة أشخاص، بالإضافة إلى أضرار لحقت بجناح الولادة.,منذ عصر التاسع من نوفمبر، اشتدت حدة القصف الإسرائيلي على المستشفيات في الشمال. وتعرضت منطقة مستشفى الشفاء للقصف خمس مرات خلال هذه الفترة، وأُبلغ عن سبع وفيات على الأقل، بالإضافة إلى أضرار لحقت بقسم الولادة.,
INC-101,Al-Shifa Medical Complex,FAC-000,منطقة القصف,تعرض للقصف مما تسبب في أضرار، وأصدرت أوامر إخلاء متكررة خلال الأيام السابقة.,في 28 و 29 أكتوبر، أفادت التقارير بتعرض محيط مستشفى الشفاء في مدينة غزة للقصف، مما تسبب في أضرار.,
INC-102,Al-Shifa Medical Complex,FAC-000,الحصار,توفي 40 مريضاً، وتوفي 3 أطفال خدج.,أعلنت وزارة الصحة في غزة أنه بين 11 و16 نوفمبر/تشرين الثاني، توفي 40 مريضاً، بينهم 3 أطفال خدج، في مستشفى الشفاء بسبب انقطاع التيار الكهربائي. وفي 16 نوفمبر/تشرين الثاني، توفي مريض يعاني من الفشل الكلوي نتيجة توقف أجهزة غسيل الكلى في المستشفى.,
INC-103,Al-Shifa Medical Complex,FAC-000,الحصار، التطويق,توفي مريض في وحدة العناية المركزة وطفلان رضيعان في الحاضنة بسبب انقطاع التيار الكهربائي.,في 11 نوفمبر، نُقل عن مدير مستشفى الشفاء في وسائل الإعلام قوله إنه لم يعد هناك طعام ولا ماء ولا كهرباء. وأُفيد بوفاة مريض في وحدة العناية المركزة وطفلين رضيعين في الحاضنة بعد توقف أجهزة الإنعاش عن العمل بسبب انقطاع التيار الكهربائي. ويُقدّر أن 15 ألف شخص ما زالوا يقيمون داخل مستشفى الشفاء.,
INC-104,Al-Shifa Medical Complex,FAC-000,قصف,تعرض قسم الجراحات المتخصصة وقسم العناية التاجية ومستودع للهجوم والتلف.,قبل الغارة العسكرية الإسرائيلية على مجمع مستشفى الشفاء، أفادت وزارة الصحة في غزة بأن القصف استهدف أجزاءً منه وألحق بها أضراراً، بما في ذلك قسم الجراحة التخصصية، وقسم العناية القلبية، ومستودع. وبعد دخول القوات، أفادت التقارير بنقل المرضى والموظفين والنازحين إلى داخل المجمع.,
INC-105,Al-Shifa Medical Complex,FAC-000,حصار، تطويق، طلقات قناصة,أُصيب أشخاص داخل المستشفى ومحيطه، من بينهم عامل فني ومريض ونازحون داخلياً، برصاص قناصة.,خلال الأربع والعشرين ساعة الماضية، استمر القصف والاشتباكات بين القوات الإسرائيلية والفصائل الفلسطينية المسلحة حول مستشفى الشفاء. وأُفيد بتعرض أشخاص داخل المستشفى ومحيطه، بينهم فني ومريض ونازحون، لإطلاق نار من قناصة. كما تضررت وحدة العناية المركزة وقسم الولادة والطابق العلوي من مبنى الجراحة. واندلع حريق بالقرب من القسم الذي يعالج مرضى الكلى.,
INC-106,Al-Shifa Medical Complex,FAC-000,غير محدد الهوية,تضررت وحدة العناية المركزة، وجناح الولادة، والطابق العلوي من مبنى الجراحة. واندلع حريق بالقرب من القسم الذي يعالج مرضى الكلى.,خلال الأربع والعشرين ساعة الماضية، استمر القصف والاشتباكات بين القوات الإسرائيلية والفصائل الفلسطينية المسلحة حول مستشفى الشفاء. وأُفيد بتعرض أشخاص داخل المستشفى ومحيطه، بينهم فني ومريض ونازحون، لإطلاق نار من قناصة. كما تضررت وحدة العناية المركزة وقسم الولادة والطابق العلوي من مبنى الجراحة. واندلع حريق بالقرب من القسم الذي يعالج مرضى الكلى.,
INC-107,Al-Shifa Medical Complex,FAC-000,منطقة القتال,,,
INC-108,Al-Shifa Medical Complex,FAC-000,القصف والغزو,أجزاء متضررة، بما في ذلك قسم الجراحات المتخصصة، وقسم العناية القلبية، ومستودع. دخلت القوات الإسرائيلية، بما فيها الدبابات، مجمع الشفاء. وتم استجواب الناس.,في 15 نوفمبر، دخلت القوات الإسرائيلية، بما في ذلك الدبابات، مجمع مستشفى الشفاء في مدينة غزة، وأفادت التقارير أنها سيطرت على عدة أقسام، وقامت بتفتيشها واستجواب الناس.,
INC-109,Al-Shifa Medical Complex,FAC-000,غزو ​​/ هجوم بري,المستشفى مغلق حالياً ولا يستقبل مرضى جدد. وتُجرى فيه عمليات جراحية إسرائيلية.,استمرت العمليات الإسرائيلية في مستشفى الشفاء لليوم الخامس على التوالي في 20 نوفمبر/تشرين الثاني. ووفقًا لوزارة الصحة في غزة، لا يزال 19 من العاملين الصحيين و259 مريضًا في الشفاء حتى 19 نوفمبر/تشرين الثاني، ويواجهون نقصًا حادًا في الكهرباء والمياه والإمدادات الطبية. ويشمل ذلك شخصين في العناية المركزة، و22 مريضًا يخضعون لغسيل الكلى، و32 مريضًا على نقالات، و27 مريضًا مصابًا بإصابات في العمود الفقري، والذين ستُعطى لهم الأولوية في عملية الإجلاء القادمة. وقد توقف المستشفى عن العمل ولا يستقبل مرضى جدد.,
INC-110,Al-Shifa Medical Complex,FAC-000,غزو,تستمر العمليات الجراحية الإسرائيلية داخل المستشفى.,,
INC-111,Al-Shifa Medical Complex,FAC-000,محيط الغارة الجوية,تعرضت المباني السكنية المحيطة بالمستشفى للقصف، بحسب التقارير، جراء غارات جوية.,في غضون 24 ساعة، تعرضت المباني السكنية القريبة من المستشفى الإندونيسي ومستشفى الشفاء، بحسب التقارير، لغارات جوية.,
INC-112,Al-Shifa Medical Complex,FAC-000,قصف واشتباكات حول المستشفى,تعرض بعض المرضى الفارين لإطلاق نار، مما أسفر عن وقوع إصابات.,,
INC-113,Al-Shifa Medical Complex,FAC-000,غزو ​​/ هجوم بري,"أُعلن عن توقف المستشفى عن العمل تمامًا في حوالي 18 نوفمبر.

دُفنت 179 جثة في مقبرة جماعية داخل المجمع (15 نوفمبر).
أُجلي 31 طفلًا خديجًا إلى رفح (19 نوفمبر)، توفي منهم 5 أطفال.
كان 25 من العاملين الصحيين و259 مريضًا لا يزالون محاصرين داخل المستشفى حتى 20-21 نوفمبر.
لم يُدمر المستشفى بالكامل، ولا يزال قائمًا جزئيًا، ولكنه غير صالح للعمل.",في 11 نوفمبر، قطعت القوات الإسرائيلية الوقود والكهرباء عن مستشفى الشفاء، مما أدى إلى وفاة مرضى، من بينهم أطفال خدج توقفت أجهزة الإنعاش عن العمل. وأُفيد بوجود قناصة حول المستشفى يطلقون النار على من يحاولون الفرار. وفي 15 نوفمبر، دخلت القوات والدبابات رسميًا إلى مجمع المستشفى وداهمته، وقامت بتفتيش أقسام منه واستجواب الموجودين. استمرت العملية لمدة ثمانية أيام متتالية على الأقل. وبحلول 18 نوفمبر، أصبح المستشفى خارج الخدمة تمامًا. وحُفرت مقبرة جماعية داخل المجمع لدفن 179 جثة لم يكن بالإمكان نقلها. وفي 19 نوفمبر، تم إجلاء الأطفال الخدج، على الرغم من وفاة خمسة منهم. وأُلقي القبض على مدير المستشفى والمسعفين.,
INC-114,Al-Shifa Medical Complex,FAC-000,الإضرابات,إضرابات في يومي 17 و 18 على بوابة المدخل وقسم الجراحة.,في 17 ديسمبر/كانون الأول، أفادت التقارير بمقتل 31 شخصًا على الأقل في مستشفى الشفاء بمدينة غزة. وأُصيب ثلاثة أشخاص بالرصاص داخل حرم المستشفى، كما أُصيب ثلاثة آخرون أثناء محاولتهم جلب الماء قرب بوابة المستشفى. وفي فجر 18 ديسمبر/كانون الأول، استُهدف مستشفى الشفاء مجددًا، بما في ذلك البوابة الرئيسية ومبنى العمليات الجراحية. وأفادت التقارير بمقتل خمسة أشخاص، بينهم أطفال. وفي حوالي الساعة 10:30، استُهدف المستشفى مرة أخرى حيث كان النازحون يحتمون، ما أسفر عن مقتل 26 فلسطينيًا وإصابة آخرين.,
INC-115,Al-Shifa Medical Complex,FAC-000,غزو ​​/ هجوم بري,"مستشفى مدمر بالكامل - أصبح أطلالاً، وغير صالح للعمل بشكل دائم.
جميع المباني والأقسام دُمرت.
حوالي 1050 منزلاً مجاوراً احترقت أو تضررت.
فقدت غزة مستشفاها التعليمي الوحيد - 750 سريراً، و26 غرفة عمليات، يخدم 250 ألف شخص سنوياً.
وصفت منظمة الصحة العالمية ذلك بأنه ""انتزاع قلب النظام الصحي في غزة"".
لم يتبق سوى 10 مستشفيات تعمل جزئياً في جميع أنحاء غزة بعد ذلك.",في 18 مارس/آذار 2024، دخلت القوات الإسرائيلية مستشفى الشفاء في مدينة غزة، وهو أكبر مستشفى في القطاع. زعمت القوات الإسرائيلية أن حماس أعادت تنظيم صفوفها هناك. استمرت العملية 14 يومًا وانتهت في 1 أبريل/نيسان 2024 بانسحاب القوات الإسرائيلية. خلال العملية، دارت معارك ضارية داخل المستشفى وحوله. حوصر الطاقم الطبي والمرضى في مبنى واحد دون طعام أو ماء نظيف أو دورة مياه صالحة للاستخدام. مُنعت فرق الدفاع المدني من الدخول لتقديم المساعدة للجرحى. عند مغادرة القوات الإسرائيلية في 1 أبريل/نيسان، كان المستشفى قد دُمّر بالكامل ولم يعد صالحًا للعمل.,
INC-116,Al-Shifa Medical Complex,FAC-000,الحصار / الغزو,أفادت منظمة الصحة العالمية بأن المستشفى أصبح الآن أطلالاً.,,
INC-117,Al-Shifa Medical Complex,FAC-000,قصف، منطقة قتال,اندلع حريق عند مدخل مبنى قسم الجراحة، مما أسفر عن وفيات وإصابات متعددة.,اندلع حريق عند مدخل مبنى قسم الجراحة، مما أسفر عن العديد من الوفيات والإصابات.,
INC-118,Al-Shifa Medical Complex,FAC-000,الحصار / الغزو,توفي 21 مريضاً نتيجة النزوح القسري والحرمان من الرعاية الطبية أثناء الغارة؛ وكان حوالي 16 منهم مرضى في وحدة العناية المركزة توفوا بعد نقلهم دون معدات.,خلال مداهمة استمرت أسبوعين لمستشفى الشفاء، أفادت منظمة الصحة العالمية بوفاة 21 مريضاً بعد نقلهم عدة مرات واحتجازهم دون رعاية طبية. كما توفي 16 مريضاً في وحدة العناية المركزة بعد نقلهم قسراً إلى المستشفى لعدم توفر المعدات اللازمة لعلاجهم لدى الطاقم الطبي.,
INC-119,Beit Hanoun Hospital,FAC-013,مدمر,تضرر المستشفى، واضطر المرضى إلى الإخلاء.,أفادت منظمة الصحة العالمية بأن هذا المستشفى هو واحد من أربعة مستشفيات في شمال غزة تم إخلاؤها.,
INC-120,Beit Hanoun Hospital,FAC-013,غارة جوية (في الجوار),مستشفى يتعذر الوصول إليه، وصدمت سيارة إسعاف، وقُتل 4 مسعفين,خلال الأربع والعشرين ساعة الماضية، استهدفت غارات جوية مناطق قرب مستشفى بيت حانون ومنشأة صحية في مدينة غزة، مما أدى إلى إلحاق أضرار بالمناطق المحيطة بالمنشأتين وتعطيل الوصول إليهما. وأفادت جمعية الهلال الأحمر الفلسطيني بمقتل أربعة من مسعفيها أثناء تأدية واجبهم، إثر استهداف سيارة إسعاف في منطقة بيت حانون. ومنذ السابع من أكتوبر/تشرين الأول، وثّقت منظمة الصحة العالمية 33 هجوماً أسفرت عن مقتل أحد عشر شخصاً وإصابة ستة عشر آخرين من العاملين في القطاع الصحي، وأثرت على 18 منشأة صحية و20 سيارة إسعاف.,
INC-121,Gaza European Hospital,FAC-010,قصف (في الجوار),تعذر الوصول إلى الرعاية الصحية؛ وإصابة مسعفين جراء هجوم على سيارة إسعاف؛ وتأثرت عمليات المستشفى وسط القصف المستمر.,تعرّض محيط مستشفى غزة الأوروبي في خان يونس لقصف متكرر لمدة ثلاثة أيام متتالية على الأقل (8-10 ديسمبر/كانون الأول 2023)، مما أعاق وصول عشرات الجرحى إلى الرعاية الصحية. وكان المستشفى يؤوي نحو 70 ألف نازح داخلياً. وفي 9 ديسمبر/كانون الأول، أفادت التقارير بتعرض سيارة إسعاف بالقرب من المستشفى لإطلاق نار من قبل القوات الإسرائيلية.,
INC-122,Gaza European Hospital,FAC-010,الحصار,نفد الماء من المستشفى، مما أثر على 400 مريض وآلاف النازحين داخلياً.,في 14 نوفمبر، نُقل عن مديرة التمريض في مستشفى غزة الأوروبي في إحدى وسائل الإعلام قولها إن المستشفى قد نفد منه الماء. وسيؤثر هذا على أكثر من 400 مريض وآلاف النازحين الذين يحتمون في المستشفى.,
INC-123,Gaza European Hospital,FAC-010,الإضرابات في المنطقة,ضربت حوادث في محيط المستشفى,تعرضت المناطق المحيطة بمستشفى الأمل ومستشفى غزة الأوروبي في خان يونس للقصف خلال الأعمال العدائية المستمرة. ووردت أنباء عن تناثر الشظايا في المرافق الطبية المجاورة، مما أثار الخوف والذعر بين المرضى والنازحين الذين لجأوا إلى المناطق القريبة.,
INC-124,Gaza European Hospital,FAC-010,غارات جوية - المنطقة المحيطة,عدد غير مؤكد من المدنيين المصابين وخمسة قتلى. لم يتم التأكد من وجود الوفيات الخمس داخل المستشفى أم لا.,وقعت غارة جوية بالقرب من منطقة مستشفى غزة الأوروبي في خان يونس؛ وتأثرت المنطقة المدنية المحيطة.,
INC-125,Gaza European Hospital,FAC-010,الإخلاء,تم إخلاء المستشفى وأصبح غير قابل للتشغيل؛ وتم إجلاء المرضى والموظفين.,أصدر الجيش الإسرائيلي أمر إخلاء شمل منطقتي خان يونس ورفح شرقي البلاد. ورغم توضيح لاحق بأن مستشفى غزة الأوروبي لم يكن مشمولاً بالأمر بشكل مباشر، إلا أن الخوف والتجارب السابقة دفعت المرضى والطاقم الطبي إلى الفرار. وبحلول الثاني من يوليو/تموز، كان جميع المرضى والموظفين (حوالي 320 شخصاً) قد غادروا، وأصبح المستشفى خالياً تماماً. ونُقل المرضى بشكل رئيسي إلى مجمع ناصر الطبي، الذي اكتظّ بالمرضى.,
INC-126,Gaza European Hospital,FAC-010,غارة جوية بطائرة مسيرة - منطقة مجاورة,لم يتم الإبلاغ عن أي إصابات مؤكدة,أفادت التقارير بتعرض المنطقة المحيطة بالمستشفى الأوروبي في غزة بخان يونس لهجوم بطائرات مسيرة. ولم يُشر التقرير إلى وجود معلومات واضحة حول عدد القتلى أو المصابين جراء هذا الحادث.,
INC-127,Gaza European Hospital,FAC-010,غارة جوية,تضرر المستشفى بشدة وأصبح غير صالح للعمل؛ وتعطل مركز الإخلاء؛ ودُمرت البنية التحتية الحيوية (بما في ذلك خطوط الأكسجين وشبكات الصرف الصحي)؛ وتوقف المستشفى عن العمل فعلياً. وأُفيد بمقتل 19 شخصاً وإصابة أكثر من 40 آخرين، بينهم أربعة صحفيين. وعقب الهجوم، اضطرت منظمة أطباء بلا حدود العاملة في المستشفى إلى تعليق الاستشارات الخارجية وتقليص عدد موظفيها في المنشأة.,تعرض المستشفى الأوروبي في غزة، الواقع في خان يونس، لغارات جوية إسرائيلية استهدفت ساحاته الداخلية والمناطق المحيطة به. تسببت الغارات بأضرار هيكلية جسيمة وأدت إلى انهيار البنية التحتية الطبية الرئيسية. وأصبح المستشفى، الذي كان مركزًا رئيسيًا للإجلاء الطبي والعلاج، خارج الخدمة. كانت عمليات الإجلاء جارية آنذاك، وأكدت منظمة الصحة العالمية لاحقًا أن الأشخاص الذين تم إجلاؤهم بتنسيق تام لم يتعرضوا لأي أذى خلال عملية الإجلاء نفسها، على الرغم من الهجوم على المنشأة.,
INC-128,Indonesian Hospital,FAC-007,حصار (نقص في الوقود),توقف عن العمل,توقفت عن العمل بسبب نقص الوقود.,في الثاني من نوفمبر، أفادت وزارة الصحة بتوقف مولد الكهرباء الرئيسي في المستشفى الإندونيسي، شمال قطاع غزة، عن العمل بسبب نقص الوقود. ويستقبل هذا المستشفى مئات الجرحى الذين أصيبوا خلال الاشتباكات الأخيرة في مخيم جباليا، مما يعرض مئات المرضى المصابين بجروح خطيرة لخطر الموت الوشيك أو الإعاقات الدائمة. كما أفادت التقارير بنفاد الوقود تقريبًا من مستشفى الشفاء في مدينة غزة. ومنذ بدء الاشتباكات، توقف 14 مستشفى من أصل 35 مستشفى ذات قدرة استيعابية للمرضى الداخليين عن العمل، كما توقف 51 مركزًا (71%) من مراكز الرعاية الصحية الأولية في غزة (72 مركزًا) عن العمل بسبب الأضرار أو نقص الوقود.
INC-129,Indonesian Hospital,FAC-007,غارة جوية,أصيبت مباشرة، وعدد كبير من الضحايا ولكن لم يتم تأكيده,في الثالث من نوفمبر، وفي نفس الوقت تقريباً، تعرض مستشفى القدس في مدينة غزة والمستشفى الإندونيسي في شمال غزة للقصف، وذلك بحسب التقارير خلال غارات جوية، مما أسفر عن عدد كبير من الضحايا لم يتم تأكيده بعد.,
INC-130,Indonesian Hospital,FAC-007,الإضرابات في المنطقة,استمرت الإضرابات في المنطقة المجاورة,,
INC-131,Indonesian Hospital,FAC-007,الإضرابات في المنطقة,تعرضت مناطق قريبة من المستشفى للقصف، مما أسفر عن مقتل أشخاص وإلحاق أضرار بالمباني والمعدات.,,
INC-132,Indonesian Hospital,FAC-007,محيط القصف,تضررت المناطق المحيطة، وتم الإبلاغ عن وفيات وإصابات، كما يظهر السقف الداخلي للمستشفى أضراراً.,تم الإبلاغ عن حوادث قصف بالقرب من المستشفى من خلال مقاطع فيديو تظهر إصابات بالقرب من مدخل المستشفى، مع اندفاع الناس من الخارج للاحتماء داخل مبنى المستشفى.,
