detail_id,event_id,event_name,category,order,time,heading_label,value,content,source,source_link,submission_id,added_by,reviewed_by
DET-205,hist004,Qibya ,war_crime,4,,Systematic Looting,,"Shops looted during operation. Unused explosives found dropped by attackers, indicating extensive demolition supplies brought to scene.",US Archives,https://history.state.gov/historicaldocuments/frus1952-54v09p1/d689,,,
DET-206,hist004,Qibya ,war_crime,5,,Prevention of Rescue,,Israeli forces shelled neighboring villages Budrus (43 mortar shells) and Shuqba to prevent Jordanian Arab Legion from reaching Qibya to assist civilians.,US State Dept Cable,https://history.state.gov/historicaldocuments/frus1952-54v09p1/d689,,,
DET-207,hist005,Khan Yunis Massacre,casualty,1,,Khan Yunis Deaths (UNRWA),275,Officially documented by UNRWA Director with names and circumstances,UNRWA Special Report to UN General Assembly (A/3512),https://www.un.org/unispal/,,,
DET-208,hist005,Khan Yunis Massacre,casualty,2,,Rafah Deaths (UNRWA),111,"Separate incident November 12, 1956; documented by UNRWA","UNRWA Report December 15, 1956",https://www.un.org/unispal/,,,
DET-209,hist005,Khan Yunis Massacre,casualty,3,,Palestinian Documentation,415+57,"Palestinian Central Bureau of Statistics: 415 killed, 57 missing",Palestinian Central Bureau of Statistics,https://www.pcbs.gov.ps/,,,
DET-210,hist005,Khan Yunis Massacre,casualty,4,,Methods of Killing,Various,"Shot during curfew violations, executed after screenings, arbitrary killings, collective punishment",,,,,
DET-211,hist005,Khan Yunis Massacre,commander,1,1915-1981,Moshe Dayan,,"Overall command of IDF operations during Suez Crisis including Operation Kadesh. Oversaw Gaza Strip occupation and screening procedures that led to mass killings in Khan Yunis and Rafah. Later Defense Minister (1967, 1969-74). Never prosecuted for 1956 Gaza operations.",,,,,
DET-212,hist005,Khan Yunis Massacre,commander,2,1886-1973,David Ben-Gurion,,Ordered Operation Kadesh in coordination with France and UK during Suez Crisis. Authorized occupation of Gaza Strip. Made final decisions on military operations in Khan Yunis and Rafah. Oversaw policies during occupation period.,,,,,
DET-213,hist005,Khan Yunis Massacre,commander,3,1911-2003,Moshe Carmel,,"Commander of Israeli forces occupying Gaza Strip. Directly responsible for ground operations including screening procedures, curfews, and security operations in Khan Yunis and Rafah that resulted in mass civilian deaths.",,,,,
DET-214,hist005,Khan Yunis Massacre,commander,4,1923-2016,Shimon Peres,,Key architect of Israel's alliance with France and UK for Suez operation. Facilitated military coordination. Later Prime Minister and President. Never faced accountability for role in 1956 Gaza operations.,,,,,
DET-215,hist005,Khan Yunis Massacre,historical_impact,1,,Immediate Impact (1956-1957),,UNRWA submitted detailed documentation to UN General Assembly with victim names and circumstances,,,,,
DET-216,hist005,Khan Yunis Massacre,historical_impact,1,,Long-term Significance,,Pattern established: Israeli military operations in Gaza resulting in high civilian casualties without accountability,,,,,
DET-217,hist005,Khan Yunis Massacre,historical_impact,1,,Accountability Outcomes,,✗ No Israeli military personnel prosecuted despite UNRWA documentation of 386 deaths,,,,,
DET-218,hist005,Khan Yunis Massacre,historical_impact,2,,Immediate Impact (1956-1957),,International attention focused on Suez Crisis; massacres received less scrutiny than Hungarian Revolution occurring simultaneously,,,,,
DET-219,hist005,Khan Yunis Massacre,historical_impact,2,,Long-term Significance,,Khan Yunis massacre largely forgotten internationally; remains deeply embedded in Palestinian collective memory,,,,,
DET-220,hist005,Khan Yunis Massacre,historical_impact,2,,Accountability Outcomes,,"✗ Military commanders (Moshe Dayan, Moshe Carmel) later held senior government positions",,,,,
DET-221,hist005,Khan Yunis Massacre,historical_impact,3,,Immediate Impact (1956-1957),,US and Soviet pressure forced Israeli withdrawal from Gaza and Sinai by March 1957,,,,,
DET-222,hist005,Khan Yunis Massacre,historical_impact,3,,Long-term Significance,,"Israeli historians (Morris, Shlaim) documented massacres decades later using declassified archives",,,,,
DET-223,hist005,Khan Yunis Massacre,historical_impact,3,,Accountability Outcomes,,✗ Victims' families never received compensation or official acknowledgment,,,,,
DET-224,hist005,Khan Yunis Massacre,historical_impact,4,,Immediate Impact (1956-1957),,UN Emergency Force (UNEF) deployed to Gaza; first major UN peacekeeping operation,,,,,
DET-225,hist005,Khan Yunis Massacre,historical_impact,4,,Long-term Significance,,Contributed to cycle of violence between Israel and Gaza Strip populations,,,,,
DET-226,hist005,Khan Yunis Massacre,historical_impact,4,,Accountability Outcomes,,✗ Mass graves never properly excavated; many victims never formally identified,,,,,
DET-227,hist005,Khan Yunis Massacre,historical_impact,5,,Immediate Impact (1956-1957),,No international calls for prosecution of perpetrators; Cold War dynamics prevented accountability,,,,,
DET-228,hist005,Khan Yunis Massacre,historical_impact,5,,Long-term Significance,,Precedent for lack of accountability for mass killings of Palestinian civilians,,,,,
DET-229,hist005,Khan Yunis Massacre,historical_impact,5,,Accountability Outcomes,,✓ UNRWA official documentation preserved in UN archives,,,,,
DET-230,hist005,Khan Yunis Massacre,historical_impact,6,,Accountability Outcomes,,✓ Israeli historians later confirmed massacres using military archives,,,,,
DET-231,hist005,Khan Yunis Massacre,historical_impact,7,,Accountability Outcomes,,✓ Events documented in Palestinian national memory and historical records,,,,,
DET-232,hist005,Khan Yunis Massacre,legal,1,,Fourth Geneva Convention (1949) Violations,,"Article 3 (Common Article): Prohibits violence to life and person, murder, cruel treatment, torture. Systematic executions violated core protections even during armed conflict.",,,,,
DET-233,hist005,Khan Yunis Massacre,legal,1,,Customary International Humanitarian Law,,Distinction principle: Failed to distinguish between combatants and civilians during screenings. Executed civilians arbitrarily.,,,,,
DET-234,hist005,Khan Yunis Massacre,legal,1,,Modern Classification,,"Under Rome Statute of International Criminal Court: acts would constitute crimes against humanity (murder, extermination) and war crimes (willful killing of protected persons, murder).",,,,,
DET-235,hist005,Khan Yunis Massacre,legal,2,,Fourth Geneva Convention (1949) Violations,,"Article 27: Protected persons entitled to respect for persons, honor, family rights. Shall be protected against violence. Mass killings violated fundamental protections.",,,,,
DET-236,hist005,Khan Yunis Massacre,legal,2,,Customary International Humanitarian Law,,Prohibition of arbitrary deprivation of liberty: Mass arbitrary detentions without due process violated customary law.,,,,,
DET-237,hist005,Khan Yunis Massacre,legal,2,,Modern Classification,,Systematic nature of killings over 10-day period suggests crimes against humanity element of widespread or systematic attack against civilian population.,,,,,
DET-238,hist005,Khan Yunis Massacre,legal,3,,Fourth Geneva Convention (1949) Violations,,Article 32: Prohibited physical suffering or extermination of protected persons. Screenings followed by executions constituted extermination.,,,,,
DET-239,hist005,Khan Yunis Massacre,legal,3,,Customary International Humanitarian Law,,Prohibition of collective punishment: Entire populations of Khan Yunis and Rafah subjected to collective punishment for suspected fedayeen presence.,,,,,
DET-240,hist005,Khan Yunis Massacre,legal,4,,Fourth Geneva Convention (1949) Violations,,Article 147 (Grave Breaches): Willful killing of protected persons constitutes grave breach (war crime). Mass executions in Khan Yunis and Rafah were grave breaches.,,,,,
DET-241,hist005,Khan Yunis Massacre,quick_fact,1,,Event Type,Mass Execution / Massacre,,,,,,
DET-242,hist005,Khan Yunis Massacre,quick_fact,2,,Perpetrators,Israel Defense Forces; IDF Intelligence units,,,,,,
DET-243,hist005,Khan Yunis Massacre,quick_fact,3,,Verification,UNRWA Special Report to UN General Assembly,,,,,,
DET-244,hist005,Khan Yunis Massacre,quick_fact,4,,UN Response,UNRWA Director documented 275 deaths minimum,,,,,,
DET-245,hist005,Khan Yunis Massacre,testimony,1,,"UNRWA Director, Gaza Affairs",,"Submitted detailed report to UN General Assembly December 15, 1956 (Document A/3512): 'During the period 3-12 November 1956, 275 persons were killed in Khan Yunis and its refugee camp.' Report included names, ages, circumstances of death compiled from credible witness accounts and physical evidence.","UNRWA Special Report, UN GAOR 11th Session, Annexes, Agenda Item 66, Document A/3512",https://www.un.org/unispal/,,,
DET-246,hist005,Khan Yunis Massacre,testimony,2,,Benny Morris,,"In 'Israel's Border Wars 1949-1956': 'Israeli troops...massacred, apparently in cold blood, some 275 Palestinian civilians in Khan Yunis...and another 111 Palestinians in Rafah.' Based on Israeli military archives and UNRWA documentation. Confirmed systematic nature of killings.","Israel's Border Wars 1949-1956' (Oxford University Press, 1993)",,,,
DET-247,hist005,Khan Yunis Massacre,testimony,3,,Avi Shlaim,,"In 'The Iron Wall': 'In Khan Yunis and Rafah, IDF units committed what can only be described as war crimes.' Documented that killings occurred during screenings ostensibly to identify fedayeen but resulted in mass civilian deaths.","The Iron Wall: Israel and the Arab World' (W.W. Norton, 2000)",,,,
DET-248,hist005,Khan Yunis Massacre,testimony,4,,International Committee of the Red Cross,,ICRC delegates present in Gaza after Israeli withdrawal documented mass grave sites and interviewed survivors. Reports submitted to UN detailed systematic nature of killings and burial procedures.,"ICRC Reports to UN, 1956-1957",https://www.icrc.org/,,,
DET-249,hist005,Khan Yunis Massacre,testimony,5,,Palestinian Survivors,,"Survivors described IDF soldiers rounding up men for 'identification checks,' taking them away, and returning without them. Bodies found later in mass graves. Families heard gunshots during screenings. Men shot for curfew violations or arbitrary reasons.",Palestinian oral histories; documented by PCBS,https://www.pcbs.gov.ps/,,,
DET-250,hist005,Khan Yunis Massacre,timeline,1,1956-10-29 00:00:00,Operation Kadesh begins,,Israel launches invasion of Sinai Peninsula in coordination with Franco-British attack on Egypt. Part of coordinated Suez Crisis military operations.,UN Security Council Records 1956,https://www.un.org/unispal/,,,
DET-251,hist005,Khan Yunis Massacre,timeline,2,1956-11-02 00:00:00,IDF occupies Gaza Strip,,Israeli forces complete occupation of Gaza Strip and Khan Yunis. Begin imposing military administration and curfews.,UNRWA Historical Records,https://www.unrwa.org/,,,
DET-252,hist005,Khan Yunis Massacre,timeline,3,1956-11-03 00:00:00,Khan Yunis massacre begins,,IDF conducts mass screenings of male residents in Khan Yunis and refugee camp. Systematic executions begin. Men rounded up for 'identification' of fedayeen and Egyptian soldiers.,UNRWA Special Report A/3512,https://www.un.org/unispal/,,,
DET-253,hist005,Khan Yunis Massacre,timeline,4,3-12 November,Systematic killings,,"Over 10 days, IDF personnel shoot civilians during curfew, execute detainees after screenings, conduct arbitrary killings. Bodies buried in streets and mass graves. UNRWA documents 275 deaths in Khan Yunis.","UNRWA Director Report, December 15, 1956",https://www.un.org/unispal/,,,
DET-254,hist005,Khan Yunis Massacre,timeline,5,1956-11-12 00:00:00,Rafah massacre,,Separate mass killing in nearby Rafah refugee camp. UNRWA documents 111 deaths. Similar pattern of screenings and executions.,UNRWA Special Report,https://www.un.org/unispal/,,,
DET-255,hist005,Khan Yunis Massacre,timeline,6,1956-12-15 00:00:00,UNRWA report submitted,,"UNRWA Director for Gaza Affairs submits detailed report to UN General Assembly (Document A/3512) documenting 275 deaths in Khan Yunis, 111 in Rafah, with names, ages, and circumstances.",UN General Assembly Official Records - 11th Session,https://www.un.org/unispal/,,,
DET-256,hist005,Khan Yunis Massacre,timeline,7,1957-03-01 00:00:00,Israeli withdrawal,,"Under intense US and Soviet pressure, Israel withdraws from Gaza Strip and Sinai. UNEF (UN Emergency Force) deployed. No accountability for massacres.",UN Security Council Records,https://www.un.org/unispal/,,,
DET-257,hist005,Khan Yunis Massacre,war_crime,1,,Systematic Screenings and Executions,,"IDF conducted mass roundups of male residents for 'screening' to identify fedayeen and Egyptian soldiers. During and after screenings, soldiers systematically executed civilians. UNRWA documented names and circumstances of 275 killed in Khan Yunis alone.",UNRWA Report A/3512,https://www.un.org/unispal/,,,
DET-258,hist005,Khan Yunis Massacre,war_crime,2,,Curfew Killings,,Strict curfews imposed; civilians shot on sight for violations. Many killed for minor infractions or misunderstandings. UNRWA documented multiple cases of civilians shot during curfew hours.,UNRWA Documentation,https://www.un.org/unispal/,,,
DET-259,hist005,Khan Yunis Massacre,war_crime,3,,Mass Graves,,Bodies buried in mass graves including in streets of Khan Yunis. Hasty burials prevented proper identification of all victims. Some bodies left exposed for days as warnings.,ICRC Reports 1956-57,https://www.icrc.org/,,,
DET-260,hist005,Khan Yunis Massacre,war_crime,4,,Arbitrary Detentions and Killings,,Mass arbitrary arrests during occupation. Detainees held without charge; many executed without trial or due process. No military tribunals or legal proceedings documented.,UN Documentation,https://www.un.org/unispal/,,,
DET-261,hist005,Khan Yunis Massacre,war_crime,5,,Collective Punishment,,"Entire neighborhoods and refugee camp subjected to collective punishment. Punitive measures included mass killings, curfews, house demolitions for suspected resistance or fedayeen activity.",,,,,
DET-262,hist006,Six-Day War / Al-Naksa,casualty,1,,Palestinians Displaced,"300,000-400,000","280,000 (Israeli sources) to 400,000+ (UN/Palestinian sources)",UNRWA - Registered Refugees from 1967,https://www.unrwa.org/palestine-refugees,,,
DET-263,hist006,Six-Day War / Al-Naksa,casualty,2,,Second-Time Displaced,"~175,000",1948 refugees displaced again from West Bank/Gaza camps,UNRWA Special Report 1967,https://www.unrwa.org/,,,
DET-264,hist006,Six-Day War / Al-Naksa,casualty,3,,Villages Completely Destroyed,3 villages,"Imwas, Yalo, Beit Nuba (Latrun area); ~10,000 residents expelled",Zochrot - Destroyed Villages Documentation,https://www.zochrot.org/,,,
DET-265,hist006,Six-Day War / Al-Naksa,casualty,4,,Territory Occupied,"70,000 km²","West Bank (5,655 km²), Gaza (365 km²), Golan (1,800 km²), Sinai (60,000 km²)",,,,,
DET-266,hist006,Six-Day War / Al-Naksa,commander,1,1915-1981,Moshe Dayan,,"Led Israeli military operations during Six-Day War. Made key decisions regarding occupation policies, including demolition of Latrun villages and Moroccan Quarter. Later expressed mixed feelings about occupation's long-term consequences.",,,,,
DET-267,hist006,Six-Day War / Al-Naksa,commander,2,1922-1995,Yitzhak Rabin,,"Military commander during Six-Day War. Oversaw operations in West Bank, East Jerusalem. Later as Prime Minister (1974-77, 1992-95) pursued peace negotiations; assassinated by Israeli extremist in 1995.",,,,,
DET-268,hist006,Six-Day War / Al-Naksa,commander,3,1895-1969,Levi Eshkol,,Israeli Prime Minister during Six-Day War. Made political decisions regarding occupation and settlement policies. Initially reluctant to occupy West Bank but approved military plans.,,,,,
DET-269,hist006,Six-Day War / Al-Naksa,historical_impact,1,,Immediate Impact (1967-1973),,Creation of modern Israeli occupation of Palestinian territories,,,,,
DET-270,hist006,Six-Day War / Al-Naksa,historical_impact,1,,Long-term Significance (1973-Present),,Occupation continues 55+ years later—longest military occupation in modern history,,,,,
DET-271,hist006,Six-Day War / Al-Naksa,historical_impact,1,,Accountability & International Law,,✗ No Israeli officials prosecuted for displacement or village destruction,,,,,
DET-272,hist006,Six-Day War / Al-Naksa,historical_impact,2,,Immediate Impact (1967-1973),,"300,000-400,000 Palestinians displaced; approximately 175,000 were 1948 refugees displaced second time",,,,,
DET-273,hist006,Six-Day War / Al-Naksa,historical_impact,2,,Long-term Significance (1973-Present),,"Over 700,000 Israeli settlers in West Bank and East Jerusalem (2024)",,,,,
DET-274,hist006,Six-Day War / Al-Naksa,historical_impact,2,,Accountability & International Law,,✗ Israel never withdrew from occupied territories despite UN Resolution 242,,,,,
DET-275,hist006,Six-Day War / Al-Naksa,historical_impact,3,,Immediate Impact (1967-1973),,Israel gained control over all of historic Palestine for first time since 1948,,,,,
DET-276,hist006,Six-Day War / Al-Naksa,historical_impact,3,,Long-term Significance (1973-Present),,"Occupation shapes every aspect of Palestinian life: movement, economy, governance, security",,,,,
DET-277,hist006,Six-Day War / Al-Naksa,historical_impact,3,,Accountability & International Law,,✗ Displaced Palestinians never allowed to return; no compensation paid,,,,,
DET-278,hist006,Six-Day War / Al-Naksa,historical_impact,4,,Immediate Impact (1967-1973),,UN Security Council Resolution 242 became foundation of peace process,,,,,
DET-279,hist006,Six-Day War / Al-Naksa,historical_impact,4,,Long-term Significance (1973-Present),,Occupation central to Israeli-Palestinian conflict and broader Middle East instability,,,,,
DET-280,hist006,Six-Day War / Al-Naksa,historical_impact,4,,Accountability & International Law,,✗ Destroyed villages (Latrun) never rebuilt; area converted to Canada Park,,,,,
DET-281,hist006,Six-Day War / Al-Naksa,historical_impact,5,,Immediate Impact (1967-1973),,Beginning of Israeli settlement enterprise in occupied territories,,,,,
DET-282,hist006,Six-Day War / Al-Naksa,historical_impact,5,,Long-term Significance (1973-Present),,International consensus: occupation illegal; settlements constitute war crimes,,,,,
DET-283,hist006,Six-Day War / Al-Naksa,historical_impact,5,,Accountability & International Law,,✗ Settlement enterprise expanded massively despite international law violations,,,,,
DET-284,hist006,Six-Day War / Al-Naksa,historical_impact,6,,Immediate Impact (1967-1973),,Palestinian national movement shifted focus from refugee return to liberation of occupied territories,,,,,
DET-285,hist006,Six-Day War / Al-Naksa,historical_impact,6,,Long-term Significance (1973-Present),,"Multiple peace initiatives (Camp David, Oslo, Roadmap) failed to end occupation",,,,,
DET-286,hist006,Six-Day War / Al-Naksa,historical_impact,6,,Accountability & International Law,,✓ International consensus: occupation illegal and must end,,,,,
DET-287,hist006,Six-Day War / Al-Naksa,historical_impact,7,,Long-term Significance (1973-Present),,Two-state solution increasingly questioned due to settlement expansion,,,,,
DET-288,hist006,Six-Day War / Al-Naksa,historical_impact,7,,Accountability & International Law,,✓ International Court of Justice (2004): occupation violates international law,,,,,
DET-289,hist006,Six-Day War / Al-Naksa,historical_impact,8,,Long-term Significance (1973-Present),,October 2023 Hamas attack and subsequent Gaza war partly rooted in unresolved 1967 occupation,,,,,
DET-290,hist006,Six-Day War / Al-Naksa,historical_impact,8,,Accountability & International Law,,✓ UN Security Council resolutions remain on record condemning violations,,,,,
DET-291,hist006,Six-Day War / Al-Naksa,historical_impact,9,,Accountability & International Law,,✓ International Criminal Court investigating alleged crimes in occupied territories,,,,,
DET-292,hist006,Six-Day War / Al-Naksa,legal,1,,Fourth Geneva Convention (1949) - Violations,,Article 49: 'Individual or mass forcible transfers...of protected persons from occupied territory...are prohibited regardless of their motive.' Displacement and prevention of return violate this core protection.,,,,,
DET-293,hist006,Six-Day War / Al-Naksa,legal,1,,UN Security Council Resolutions,,Resolution 242 (1967): Called for 'withdrawal of Israeli armed forces from territories occupied' and 'just settlement of refugee problem.' Remains foundation of peace process but unimplemented.,,,,,
DET-294,hist006,Six-Day War / Al-Naksa,legal,1,,International Court of Justice Advisory Opinion (2004),,Wall Advisory Opinion: ICJ ruled Israeli construction of separation barrier in West Bank illegal. Reaffirmed Fourth Geneva Convention applies to occupied Palestinian territories.,,,,,
DET-295,hist006,Six-Day War / Al-Naksa,legal,1,,Ongoing Occupation - Modern Assessment,,"Prolonged occupation: At 55+ years, Israeli occupation is longest military occupation in modern history. International law views prolonged occupation as raising additional legal concerns.",,,,,
DET-296,hist006,Six-Day War / Al-Naksa,legal,2,,Fourth Geneva Convention (1949) - Violations,,"Article 49(6): 'The Occupying Power shall not deport or transfer parts of its own civilian population into the territory it occupies.' Israeli settlement enterprise violates this provision (over 700,000 settlers as of 2024).",,,,,
DET-297,hist006,Six-Day War / Al-Naksa,legal,2,,UN Security Council Resolutions,,Resolution 252 (1968): Declared Israeli annexation measures in Jerusalem 'invalid.' Called on Israel to rescind all actions to change status of city.,,,,,
DET-298,hist006,Six-Day War / Al-Naksa,legal,2,,International Court of Justice Advisory Opinion (2004),,Settlements: ICJ confirmed Israeli settlements violate Article 49(6) of Geneva Convention. Called on Israel to cease settlement activity and dismantle existing settlements.,,,,,
DET-299,hist006,Six-Day War / Al-Naksa,legal,2,,Ongoing Occupation - Modern Assessment,,"Annexation de facto: While Israel never formally annexed West Bank, settlement enterprise and administrative integration constitute de facto annexation in violation of international law.",,,,,
DET-300,hist006,Six-Day War / Al-Naksa,legal,3,,Fourth Geneva Convention (1949) - Violations,,"Article 53: 'Any destruction by the Occupying Power of...property...is prohibited, except where such destruction is rendered absolutely necessary by military operations.' Demolition of Latrun villages and Moroccan Quarter lacked military necessity.",,,,,
DET-301,hist006,Six-Day War / Al-Naksa,legal,3,,UN Security Council Resolutions,,Resolution 298 (1971): Deplored Israeli failure to comply with previous resolutions regarding Jerusalem.,,,,,
DET-302,hist006,Six-Day War / Al-Naksa,legal,3,,International Court of Justice Advisory Opinion (2004),,Occupation obligations: ICJ held Israel bound by international humanitarian law and human rights law in occupied territories.,,,,,
DET-303,hist006,Six-Day War / Al-Naksa,legal,3,,Ongoing Occupation - Modern Assessment,,"Population transfer: Transfer of over 700,000 Israeli civilians into occupied territory constitutes systematic violation of Geneva Convention Article 49(6).",,,,,
DET-304,hist006,Six-Day War / Al-Naksa,legal,4,,Fourth Geneva Convention (1949) - Violations,,Article 147 (Grave Breaches): Extensive destruction of property not justified by military necessity constitutes grave breach (war crime).,,,,,
DET-305,hist006,Six-Day War / Al-Naksa,legal,4,,UN Security Council Resolutions,,Resolution 465 (1980): Determined that Israeli settlements in occupied territories 'have no legal validity' and constitute 'flagrant violation' of Geneva Convention.,,,,,
DET-306,hist006,Six-Day War / Al-Naksa,legal,5,,UN Security Council Resolutions,,Resolution 478 (1980): Declared Israel's 'Basic Law' declaring Jerusalem its 'eternal capital' null and void.,,,,,
DET-307,hist006,Six-Day War / Al-Naksa,quick_fact,1,,Event Type,Mass Displacement / Occupation,,,,,,
DET-308,hist006,Six-Day War / Al-Naksa,quick_fact,2,,Perpetrators,Israel Defense Forces,,,,,,
DET-309,hist006,Six-Day War / Al-Naksa,quick_fact,3,,Verification,UN; ICRC; UNRWA; US State Department,,,,,,
DET-310,hist006,Six-Day War / Al-Naksa,quick_fact,4,,UN Response,Security Council Resolution 242,,,,,,
DET-311,hist006,Six-Day War / Al-Naksa,testimony,1,,Moshe Dayan,,"After capturing Old City, proclaimed: 'We have returned to the holiest of our holy places, never to part from it again.' Later reflected on displacement: 'We came to this country which was already populated by Arabs, and we are establishing...a Jewish state here.' Regarding Latrun villages: 'We had to destroy three Arab villages in the Latrun area.'",Various interviews and memoirs; Haaretz 1969,https://en.wikipedia.org/wiki/Moshe_Dayan,,,
DET-312,hist006,Six-Day War / Al-Naksa,testimony,2,,Amos Elon,,Witnessed destruction of Imwas village June 1967: 'Military bulldozers were finishing their work...not a stone was left standing...the wells were capped with concrete.' Described residents 'trudging down the main highway to Ramallah' with belongings.,"Haaretz, June 1967; later compiled in 'The Israelis' (1971)",,,,
DET-313,hist006,Six-Day War / Al-Naksa,testimony,3,,Hussein Musa (Imwas resident),,"Resident of Imwas village: 'The Israeli soldiers came and told us we had three hours to leave...we took what we could carry. When we looked back from the hills, they were destroying everything with bulldozers—our homes, our mosque, our cemetery. Everything.'",Oral history - Palestinian refugee documentation,https://www.zochrot.org/,,,
DET-314,hist006,Six-Day War / Al-Naksa,testimony,4,,Tom Segev,,"In '1967: Israel, the War, and the Year that Transformed the Middle East': 'Immediately after the war, Israel implemented measures that made refugees' return impossible.' Documented military orders preventing return, identity card confiscations. 'The government's position was that most of the refugees should not be allowed to return.'","1967: Israel, the War, and the Year that Transformed the Middle East' (2007)",,,,
DET-315,hist006,Six-Day War / Al-Naksa,testimony,5,,UN Secretary-General U Thant,,Report to Security Council: 'The displacement of the civilian population as a result of the conflict continues to cause great human suffering and poses a serious threat to peace and security.' Called for allowing refugees to return or receive compensation.,"Report to UN Security Council, September 1967",https://www.un.org/unispal/,,,
DET-316,hist006,Six-Day War / Al-Naksa,testimony,6,,International Committee of the Red Cross,,"ICRC stated Fourth Geneva Convention applicable to occupied territories. Documented mass displacement, house demolitions, prevention of return. Called on Israel to allow refugees to return and respect civilian protections under international humanitarian law.","ICRC statements and reports, 1967-1968",https://www.icrc.org/,,,
DET-317,hist006,Six-Day War / Al-Naksa,timeline,1,1967-06-05 07:45:00,War begins - Operation Focus,,Israel launches preemptive airstrikes destroying Egyptian air force on ground. Jordan and Syria enter war supporting Egypt. Israeli ground forces enter Sinai and Gaza.,UN Security Council Records 1967,https://www.un.org/unispal/,,,
DET-318,hist006,Six-Day War / Al-Naksa,timeline,2,5-6 June,West Bank invasion; displacement begins,,"Israeli forces cross into Jordanian West Bank. Mass exodus begins as Palestinians flee advancing Israeli army, fearing repeat of 1948. Israeli Radio broadcasts in Arabic encouraging Palestinians to flee.","Tom Segev - '1967: Israel, the War, and the Year that Transformed the Middle East'",https://en.wikipedia.org/wiki/Six-Day_War,,,
DET-319,hist006,Six-Day War / Al-Naksa,timeline,3,2026-06-07 00:00:00,East Jerusalem occupied,,"Israeli paratroopers capture Old City of Jerusalem. Defense Minister Moshe Dayan proclaims: 'We have returned to the holiest of our holy places, never to part from it again.'",UN Security Council Records,https://www.un.org/unispal/,,,
DET-320,hist006,Six-Day War / Al-Naksa,timeline,4,7-8 June,Latrun villages demolished,,"Villages of Imwas, Yalo, and Beit Nuba in Latrun area ordered evacuated. Residents given hours to leave. IDF systematically demolishes all structures with bulldozers and explosives. ~10,000 residents expelled; prevented from return.",Zochrot Documentation,https://www.zochrot.org/,,,
DET-321,hist006,Six-Day War / Al-Naksa,timeline,5,10-11 June,Moroccan Quarter demolished,,"Israeli authorities bulldoze Moroccan Quarter (Harat al-Maghariba) adjacent to Western Wall in Jerusalem's Old City. 135 houses destroyed, 650 residents expelled with minimal notice to create Western Wall plaza.",Wikipedia - Moroccan Quarter,https://en.wikipedia.org/wiki/Moroccan_Quarter,,,
DET-322,hist006,Six-Day War / Al-Naksa,timeline,6,2026-06-10 00:00:00,Ceasefire; occupation complete,,"War ends after six days. Israel occupies West Bank, Gaza, East Jerusalem, Golan Heights, Sinai Peninsula. Occupation of Palestinian territories continues to present day.",UN Security Council Resolutions,https://www.un.org/unispal/,,,
DET-323,hist006,Six-Day War / Al-Naksa,timeline,7,June-August 1967,Military orders prevent return,,Israeli military government issues orders preventing displaced Palestinians from returning. Identity card system established; those who left denied reentry. Property declared 'absentee property' subject to confiscation.,B'Tselem - Israeli Occupation Documentation,https://www.btselem.org/,,,
DET-324,hist006,Six-Day War / Al-Naksa,timeline,8,1967-06-14 00:00:00,UN General Assembly Emergency Session,,Emergency session convened. Multiple resolutions condemn Israeli annexation of Jerusalem and call for allowing refugee return. Israel rejects all resolutions.,UN General Assembly Records,https://www.un.org/unispal/,,,
DET-325,hist006,Six-Day War / Al-Naksa,timeline,9,1967-11-22 00:00:00,UN Security Council Resolution 242,,Landmark resolution calls for 'withdrawal of Israeli armed forces from territories occupied' and 'just settlement of refugee problem.' Foundation of peace process but remains unimplemented 55+ years later.,UN Security Council Resolution 242,https://www.un.org/unispal/,,,
DET-326,hist006,Six-Day War / Al-Naksa,war_crime,1,,Systematic Village Destruction,,"Three entire villages (Imwas, Yalo, Beit Nuba) demolished within days of occupation. Residents given 1-3 hours to evacuate. All homes, mosques, churches, cemeteries systematically destroyed. Total 10,000 residents expelled; area converted to Canada Park. No compensation paid.",Zochrot Documentation,https://www.zochrot.org/,,,
DET-327,hist006,Six-Day War / Al-Naksa,war_crime,2,,Moroccan Quarter Demolition,,"Historic 770-year-old Jerusalem neighborhood bulldozed 48 hours after occupation. 135 houses, two mosques, zawiya (Islamic school) destroyed. 650 residents given 3 hours to evacuate. Afdal Mosque (12th century) and other heritage sites demolished.",Historical Documentation,https://en.wikipedia.org/wiki/Moroccan_Quarter,,,
DET-328,hist006,Six-Day War / Al-Naksa,war_crime,3,,Prevention of Return,,Military orders and identity card system prevented displaced Palestinians from returning home—direct violation of international humanitarian law. Fourth Geneva Convention Article 49: occupying power may not forcibly transfer or deport protected persons.,B'Tselem Documentation,https://www.btselem.org/,,,
DET-329,hist006,Six-Day War / Al-Naksa,war_crime,4,,Illegal Annexation,,"East Jerusalem formally annexed June 28, 1967 (not recognized internationally). Golan Heights annexed 1981. UN Security Council declared annexations 'null and void.' Transfer of Israeli civilians into occupied territories violates Geneva Convention Article 49.",UN Resolutions,https://www.un.org/unispal/,,,
DET-330,hist006,Six-Day War / Al-Naksa,war_crime,5,,Mass Displacement,,"300,000-400,000 Palestinians displaced during and immediately after war. Many forced out through psychological warfare (radio broadcasts), prevention of return, house demolitions. Approximately half were second-time refugees (displaced from 1948).",UNRWA Reports,https://www.unrwa.org/,,,
