detail_id,_anchor,event_id,heading_label_ar,content_ar
DET-400,DET-400,hist007,#ERROR!,#ERROR!
DET-401,DET-401,hist007,التعذيب والتشويه,"وثّق الصحفيون جثثاً عليها آثار تعذيب: تشويهات، وتقطيع أوصال، وتشويهات. نساء حوامل قُتلن؛ جثث مُدنّسة. يقول روبرت فيسك: ""رأيت أطفالاً رُضّعاً، مُسودّين من شدة الحر، وقد بدأت جثثهم بالتحلّل. رأيت نساءً ميتات مُلقاة على الطريق""."
DET-402,DET-402,hist007,العنف الجنسي,أدلة على الاغتصاب والعنف الجنسي. عُثر على جثث نساء شبه عاريات أو عاريات. وثّقت هيئة التحقيق اللبنانية حالات الاعتداء الجنسي.
DET-403,DET-403,hist007,#ERROR!,#ERROR!
DET-404,DET-404,hist007,#ERROR!,#ERROR!
DET-405,DET-405,hist007,قتل الأطفال والرضع,تم توثيق حالات عديدة لمقتل رضع وأطفال صغار. إعدام عائلات بأكملها معًا. العثور على أيتام أحياء بين الجثث. وصف روبرت فيسك عثوره على جثث أطفال تحت الأنقاض.
DET-406,DET-406,hist008,مقتل فلسطينيين,#ERROR!
DET-407,DET-407,hist008,مقتل أطفال فلسطينيين,قتلت القوات الإسرائيلية قاصرين دون سن الثامنة عشرة
DET-408,DET-408,hist008,مقتل إسرائيليين,#ERROR!
DET-409,DET-409,hist008,#ERROR!,#ERROR!
DET-410,DET-410,hist008,اعتقال فلسطينيين,#ERROR!
DET-411,DET-411,hist008,#ERROR!,#ERROR!
DET-412,DET-412,hist008,#ERROR!,طُردوا من الأراضي المحتلة بأوامر عسكرية إسرائيلية
DET-413,DET-413,hist008,#ERROR!,أصدر أوامرَ صارمةً تضمنت سياسةً قاسيةً للغاية. ثم أقرّ لاحقاً بأنّ الوحشية كانت مفرطة. وبصفته رئيساً للوزراء، سعى إلى إتمام عملية أوسلو للسلام التي انبثقت عن الانتفاضة. اغتيل على يد متطرف إسرائيلي عام ١٩٩٥.
DET-414,DET-414,hist008,ياسر عرفات,قاد منظمة التحرير الفلسطينية من المنفى. فوجئ في البداية بانتفاضة شعبية، ثم سيطر عليها لاحقاً. أقرّ إعلان الاستقلال عام 1988. قاد مفاوضات أوسلو التي أسفرت عن اتفاقيات عام 1993.
DET-415,DET-415,hist008,حنان عشراوي,متحدث بارز باسم القضية الفلسطينية خلال الانتفاضة. عبّر عن تطلعات الفلسطينيين لوسائل الإعلام الدولية. شخصية محورية في وفد مؤتمر مدريد. أصبح لاحقاً مشرّعاً فلسطينياً.
DET-416,DET-416,hist008,#ERROR!,إضرابات ومقاطعات ومظاهرات منسقة عبر بيانات. ضمت ممثلين عن فصائل منظمة التحرير الفلسطينية وقادة شعبيين. نظمت مؤسسات موازية وحملات عصيان مدني.
DET-417,DET-417,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-418,DET-418,hist008,#ERROR!,#ERROR!
DET-419,DET-419,hist008,المساءلة والعدالة,#ERROR!
DET-420,DET-420,hist008,التأثير الفوري (1987-1993),صور لجنود إسرائيليين يضربون شباباً فلسطينيين بالحجارة تصدم المجتمع الدولي
DET-421,DET-421,hist008,#ERROR!,#ERROR!
DET-422,DET-422,hist008,المساءلة والعدالة,#ERROR!
DET-423,DET-423,hist008,التأثير الفوري (1987-1993),"الاعتراف القسري بالتطلعات الوطنية الفلسطينية - لم يعد مجرد ""مشكلة لاجئين"" بل أصبح قضية حقوق سياسية"
DET-424,DET-424,hist008,#ERROR!,أدى استبعاد قادة القاعدة الشعبية (وخاصة النساء) من مفاوضات أوسلو إلى إضعاف المجتمع المدني الفلسطيني
DET-425,DET-425,hist008,المساءلة والعدالة,✗ لم يُسمح للفلسطينيين المُرحّلين بالعودة مطلقاً
DET-426,DET-426,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-427,DET-427,hist008,#ERROR!,#ERROR!
DET-428,DET-428,hist008,المساءلة والعدالة,✗ السياسات الإسرائيلية التي أشعلت فتيل الانتفاضة (الاحتلال، والمستوطنات، ومصادرة الأراضي) لا تزال مستمرة دون تغيير
DET-429,DET-429,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-430,DET-430,hist008,#ERROR!,أثرت تكتيكات الانتفاضة على حركات المقاومة الأخرى على مستوى العالم
DET-431,DET-431,hist008,المساءلة والعدالة,#ERROR!
DET-432,DET-432,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-433,DET-433,hist008,#ERROR!,#ERROR!
DET-434,DET-434,hist008,المساءلة والعدالة,#ERROR!
DET-435,DET-435,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-436,DET-436,hist008,#ERROR!,تسارعت وتيرة التوسع الاستيطاني الإسرائيلي بعد اتفاقية أوسلو، حيث بلغ عدد المستوطنين الآن أكثر من 700 ألف مستوطن.
DET-437,DET-437,hist008,المساءلة والعدالة,#ERROR!
DET-438,DET-438,hist008,التأثير الفوري (1987-1993),#ERROR!
DET-439,DET-439,hist008,#ERROR!,أثبتت الانتفاضة أن المقاومة الفلسطينية لا يمكن قمعها إلى أجل غير مسمى.
DET-440,DET-440,hist008,المساءلة والعدالة,#ERROR!
DET-441,DET-441,hist008,#ERROR!,نمط راسخ: انتفاضة فلسطينية ← اهتمام دولي ← مفاوضات ← فشل ← تجدد العنف
DET-442,DET-442,hist008,المساءلة والعدالة,وعود أوسلو لم تتحقق؛ والاحتلال مستمر بعد مرور أكثر من 30 عامًا
DET-443,DET-443,hist008,#ERROR!,"المادة 33: ""لا يجوز معاقبة أي شخص محمي على جريمة لم يرتكبها شخصياً. العقوبات الجماعية محظورة."" وقد انتهكت عمليات هدم المنازل وحظر التجول الجماعي هذا الحكم."
DET-444,DET-444,hist008,العهد الدولي الخاص بالحقوق المدنية والسياسية,المادة 6 (الحق في الحياة): إن استخدام القوة المميتة ضد متظاهرين عُزّل في غالبيتهم يُعد انتهاكاً للحق في الحياة. لم تكن القوة المستخدمة ضرورية أو متناسبة.
DET-445,DET-445,hist008,قرارات مجلس الأمن التابع للأمم المتحدة,القراران 607 (1988) و608 (1988): أدانا ترحيل إسرائيل للمدنيين الفلسطينيين. وطالبا إسرائيل بوقف عمليات الترحيل والسماح للمرحّلين بالعودة. رفضت إسرائيل القرارين.
DET-446,DET-446,hist008,الانتقادات والإدانات الدولية,مجلس حقوق الإنسان التابع للأمم المتحدة: وثّقت بعثات تقصي الحقائق المتعددة انتهاكات. وقدّم المقرر الخاص تقارير مفصلة عن انتهاكات منهجية.
DET-447,DET-447,hist008,#ERROR!,#ERROR!
DET-448,DET-448,hist008,العهد الدولي الخاص بالحقوق المدنية والسياسية,#ERROR!
DET-449,DET-449,hist008,قرارات مجلس الأمن التابع للأمم المتحدة,<strong>قرارات متعددة:</strong> أصدر مجلس الأمن العديد من القرارات التي تدين الممارسات الإسرائيلية خلال الانتفاضة، بما في ذلك الاستخدام المفرط للقوة والعقاب الجماعي وانتهاكات حقوق الفلسطينيين.
DET-450,DET-450,hist008,الانتقادات والإدانات الدولية,"وزارة الخارجية الأمريكية: حتى الحكومة الأمريكية (أقرب حليف لإسرائيل) أدانت ""الإجراءات الأمنية القاسية والاستخدام المفرط للذخيرة الحية"" في عهد إدارة ريغان."
DET-451,DET-451,hist008,#ERROR!,#ERROR!
DET-452,DET-452,hist008,العهد الدولي الخاص بالحقوق المدنية والسياسية,المادة 9 (الحرية والأمن): الاحتجازات الجماعية التعسفية، والاحتجاز الإداري بدون تهمة، تنتهك الحق في الحرية والحماية من الاعتقال التعسفي.
DET-453,DET-453,hist008,الانتقادات والإدانات الدولية,<strong>منظمة العفو الدولية وهيومن رايتس ووتش:</strong> أصدرت كلتا المنظمتين تقارير توثق التعذيب والاحتجاز التعسفي واستخدام القوة المفرطة وغيرها من الانتهاكات.
DET-454,DET-454,hist008,الانتقادات والإدانات الدولية,<strong>اللجنة الدولية للصليب الأحمر:</strong> أثارت مراراً وتكراراً مخاوف بشأن معاملة المحتجزين واستخدام القوة ضد المدنيين.
DET-455,DET-455,hist008,نوع الحدث,
DET-456,DET-456,hist008,مشغل,
DET-457,DET-457,hist008,الرد الإسرائيلي,
DET-458,DET-458,hist008,تَحَقّق,
DET-459,DET-459,hist008,#ERROR!,
DET-460,DET-460,hist008,#ERROR!,#ERROR!
DET-461,DET-461,hist008,محمود درويش,#ERROR!
DET-462,DET-462,hist008,#ERROR!,#ERROR!
DET-463,DET-463,hist008,#ERROR!,"تم توثيق حالات تعذيب ممنهج في مراكز الاحتجاز الإسرائيلية. وجاء في التقرير: ""تعرض الفلسطينيون المحتجزون خلال الانتفاضة للتعذيب وسوء المعاملة بشكل ممنهج وعلى نطاق واسع"". ووصف التقرير الضرب، ووضعيات الإجهاد، والحرمان من النوم، والتهديدات بأنها ممارسات روتينية."
DET-464,DET-464,hist008,بتسيلم (منظمة حقوق الإنسان الإسرائيلية),"تأسست خلال الانتفاضة (1989) لتوثيق الانتهاكات. إحصائيات شاملة: مقتل 1087 فلسطينياً (بينهم 241 طفلاً)، وإصابة أكثر من 120 ألفاً، وهدم 2532 منزلاً، وترحيل 481 شخصاً. وقد صرحت المنظمة: ""انتهكت القوات الإسرائيلية القانون الدولي الإنساني بشكل ممنهج خلال الانتفاضة""."
DET-465,DET-465,hist008,#ERROR!,#ERROR!
DET-466,DET-466,hist008,#ERROR!,#ERROR!
DET-467,DET-467,hist008,سبب الحادث: حادث مروري في غزة,اصطدمت شاحنة تابعة للجيش الإسرائيلي بمركبات مدنية عند حاجز إيرز، ما أسفر عن مقتل أربعة عمال فلسطينيين من مخيم جباليا للاجئين (غزة). ويعتقد الفلسطينيون أن الحادث كان انتقاماً متعمداً لحادث طعن إسرائيلي وقع قبل يومين. وانتشرت الشائعات والغضب بسرعة.
DET-468,DET-468,hist008,بداية الانتفاضة: انتفاضة الجبالية,#ERROR!
DET-469,DET-469,hist008,#ERROR!,#ERROR!
DET-470,DET-470,hist008,#ERROR!,"أعلن وزير الدفاع إسحاق رابين سياسة ""القوة والعنف والضرب""، وأمر جنوده بـ""كسر عظام"" راشقي الحجارة. وبدأت القوات الإسرائيلية عمليات ضرب ممنهجة بالهراوات وأعقاب البنادق. وقُتل ما لا يقل عن 300 فلسطيني في السنة الأولى."
DET-471,DET-471,hist008,تشكيل القيادة الوطنية المتحدة (UNLU),#ERROR!
DET-472,DET-472,hist008,#ERROR!,#ERROR!
DET-473,DET-473,hist008,#ERROR!,#ERROR!
DET-474,DET-474,hist008,#ERROR!,قتلت الشرطة الإسرائيلية 22 فلسطينياً في باحة المسجد الأقصى بالقدس أثناء الصلاة، وأصابت المئات بجروح. ويشير هذا الحادث إلى تحول في أساليب الفلسطينيين نحو استخدام أساليب أكثر فتكاً. وبعد أسبوعين، قُتل ثلاثة إسرائيليين وجندي إسرائيلي طعناً بالسكين في القدس وغزة.
DET-475,DET-475,hist008,#ERROR!,تتزايد الهجمات المسلحة الفلسطينية. حماس تتحدى قيادة منظمة التحرير الفلسطينية. انتفاضة: فلسطينيون يقتلون فلسطينيين آخرين متهمين بالتعاون مع إسرائيل. بحلول عام ١٩٩١، تجاوز عدد قتلى فرق الموت الفلسطينية عدد قتلى القوات الإسرائيلية في بعض الفترات.
DET-476,DET-476,hist008,#ERROR!,#ERROR!
DET-477,DET-477,hist008,مفاوضات أوسلو السرية,بينما تتعثر محادثات مدريد، تبدأ مفاوضات سرية غير رسمية في أوسلو، النرويج، بين إسرائيل ومنظمة التحرير الفلسطينية. وقد استُبعد قادة القاعدة الشعبية والنساء من عملية أوسلو، على عكس مدريد. وأسفرت المفاوضات عن وضع إطار للحكم الذاتي الفلسطيني.
DET-478,DET-478,hist008,توقيع اتفاقيات أوسلو؛ انتهاء الانتفاضة,وقّعت إسرائيل ومنظمة التحرير الفلسطينية إعلان المبادئ في حديقة البيت الأبيض. وفّر الاتفاق إطاراً للحكم الذاتي الفلسطيني، وانسحاباً إسرائيلياً من بعض الأراضي، وإنشاء السلطة الفلسطينية. انتهت الانتفاضة رسمياً بعد نحو ست سنوات. الحصيلة النهائية: 1087-1284 قتيلاً فلسطينياً، و160-200 قتيلاً إسرائيلياً.
DET-479,DET-479,hist008,#ERROR!,#ERROR!
DET-480,DET-480,hist008,سياسة الضرب الممنهج وكسر العظام,"أصدر وزير الدفاع رابين أوامر صريحة بـ""كسر عظام"" المتظاهرين. قام الجنود بضرب الفلسطينيين بشكل ممنهج بالهراوات وأعقاب البنادق. توفي ما لا يقل عن 17 فلسطينياً جراء الضرب وحده. عانى الآلاف من كسور في العظام وإصابات دائمة. شكلت هذه السياسة تعذيباً ومعاملة قاسية لا إنسانية محظورة بموجب القانون الدولي."
DET-481,DET-481,hist008,عمليات هدم المنازل العقابية,"هُدم 2532 منزلاً فلسطينياً خلال الانتفاضة كعقاب جماعي، حيث هُدمت منازل عائلات المشتبه بهم في الهجمات أو النشطاء دون محاكمة. يُعدّ هذا انتهاكاً للمادة 33 من اتفاقية جنيف الرابعة: ""العقوبات الجماعية... محظورة"". وقد تسبب ذلك في تشريد الآلاف."
DET-482,DET-482,hist008,الاحتجاز التعسفي الجماعي والتعذيب,#ERROR!
DET-483,DET-483,hist008,العقاب الجماعي,#ERROR!
DET-484,DET-484,hist008,#ERROR!,#ERROR!
DET-485,DET-485,hist008,#ERROR!,#ERROR!
DET-486,DET-486,hist009,#ERROR!,التقطها باروخ غولدشتاين أثناء صلاة الفجر في المسجد الإبراهيمي
DET-487,DET-487,hist009,#ERROR!,تم تصويرها خلال الاحتجاجات والجنازات وأعمال الشغب التي أعقبت المذبحة (25 فبراير - 18 مارس).
DET-488,DET-488,hist009,جريح في مسجد,#ERROR!
DET-489,DET-489,hist009,#ERROR!,أصيب على يد القوات الإسرائيلية خلال ثلاثة أسابيع من الاحتجاجات والاشتباكات
DET-490,DET-490,hist009,#ERROR!,#ERROR!
DET-491,DET-491,hist009,المحلات مغلقة,إغلاق متاجر المدينة القديمة بأمر عسكري؛ تدمير المركز التجاري
DET-492,DET-492,hist009,#ERROR!,#ERROR!
DET-493,DET-493,hist009,#ERROR!,#ERROR!
DET-494,DET-494,hist009,#ERROR!,#ERROR!
DET-495,DET-495,hist009,#ERROR!,#ERROR!
DET-496,DET-496,hist009,#ERROR!,ناشط سابق في حزب كاخ، علّق صورة غولدشتاين في منزله. يشغل الآن منصب وزير الأمن القومي في الحكومة الإسرائيلية. يُمثّل استمرارًا لأيديولوجية غولدشتاين في التيار السياسي الإسرائيلي السائد. زار قبر غولدشتاين وأشاد به.
DET-497,DET-497,hist009,#ERROR!,مقتل 29 فلسطينياً أثناء الصلاة؛ وإصابة أكثر من 125؛ ومقتل أكثر من 25 على يد القوات الإسرائيلية خلال الاحتجاجات
DET-498,DET-498,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),تم تقسيم المسجد الإبراهيمي إلى قسمين: 60% يهود، 40% مسلمون (اليهود يشكلون 0.003% من السكان).
DET-499,DET-499,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-500,DET-500,hist009,المساءلة والعدالة,#ERROR!
DET-501,DET-501,hist009,#ERROR!,#ERROR!
DET-502,DET-502,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),أُغلِقَ 520 شركة و1800 متجر؛ ودُمِّر اقتصاد المدينة القديمة
DET-503,DET-503,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,"إحياء ذكرى سنوية من قبل أنصار الكاهانيين يشيدون فيها بغولدشتاين باعتباره ""بطلاً""."
DET-504,DET-504,hist009,المساءلة والعدالة,✗ لا محاسبة على الغياب المشبوه للجيش أو احتجازه للناجين
DET-505,DET-505,hist009,#ERROR!,#ERROR!
DET-506,DET-506,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),شارع الشهداء (الشريان التجاري الرئيسي) مغلق أمام الفلسطينيين - مدينة أشباح
DET-507,DET-507,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-508,DET-508,hist009,المساءلة والعدالة,✗ لم توجه أي تهم لجنود إسرائيليين بقتل أكثر من 25 فلسطينياً خلال الاحتجاجات
DET-509,DET-509,hist009,#ERROR!,استمرت عملية السلام في أوسلو لكنها تضررت بشدة - تحطمت ثقة الفلسطينيين
DET-510,DET-510,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),#ERROR!
DET-511,DET-511,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,2022-حتى الآن: دخل الكاهانيون الحكومة الإسرائيلية من خلال أحزاب مثل عوتسما يهوديت (القوة اليهودية).
DET-512,DET-512,hist009,المساءلة والعدالة,#ERROR!
DET-513,DET-513,hist009,#ERROR!,#ERROR!
DET-514,DET-514,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),يعيش نحو 40 ألف فلسطيني في منطقة H2 تحت الحكم العسكري لحماية ما بين 400 و800 مستوطن متطرف.
DET-515,DET-515,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-516,DET-516,hist009,المساءلة والعدالة,#ERROR!
DET-517,DET-517,hist009,#ERROR!,تسليط الضوء الدولي على الخليل وعنف المستوطنين
DET-518,DET-518,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),شبكة من نقاط التفتيش والإغلاقات والقيود التي تخنق حياة الفلسطينيين
DET-519,DET-519,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-520,DET-520,hist009,المساءلة والعدالة,#ERROR!
DET-521,DET-521,hist009,#ERROR!,"أول استخدام لاستراتيجية ""العقاب الجماعي للضحايا"" التي أصبحت نموذجًا يُحتذى به"
DET-522,DET-522,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),#ERROR!
DET-523,DET-523,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-524,DET-524,hist009,المساءلة والعدالة,#ERROR!
DET-525,DET-525,hist009,التحول طويل الأمد لمدينة الخليل (1994-حتى الآن),أصبحت الخليل رمزاً لأكثر وجوه الاحتلال قمعاً
DET-526,DET-526,hist009,الإرث الأيديولوجي: الكاهانية في السياسة الإسرائيلية,#ERROR!
DET-527,DET-527,hist009,المساءلة والعدالة,✓ تم حظر كاش لفترة وجيزة (1994)، على الرغم من استمرار الأيديولوجية
DET-528,DET-528,hist009,المساءلة والعدالة,#ERROR!
DET-529,DET-529,hist009,المساءلة والعدالة,✗ لم تُفتح متاجر المدينة القديمة أبوابها مجدداً؛ ولم يحصل الفلسطينيون على أي تعويضات.
DET-530,DET-530,hist009,المساءلة والعدالة,لا يزال التقسيم قائماً في المسجد الإبراهيمي؛ ويُمنع الفلسطينيون من التواجد في موقع اضطهادهم.
DET-531,DET-531,hist009,#ERROR!,#ERROR!
DET-532,DET-532,hist009,القانون الدولي لحقوق الإنسان,#ERROR!
DET-533,DET-533,hist009,#ERROR!,"إدانة: مجلس الأمن ""يدين بشدة المجزرة... ويصفها بأنها بغيضة""."
DET-534,DET-534,hist009,#ERROR!,#ERROR!
DET-535,DET-535,hist009,#ERROR!,#ERROR!
DET-536,DET-536,hist009,القانون الدولي لحقوق الإنسان,حرية الدين (المادة 18 من العهد الدولي الخاص بالحقوق المدنية والسياسية): إن تقسيم المسجد الإبراهيمي والقيود المفروضة على عبادة المسلمين انتهكت الحق في حرية الدين والعبادة.
DET-537,DET-537,hist009,#ERROR!,"تدابير الحماية: دعت إلى اتخاذ ""تدابير لضمان سلامة وحماية المدنيين الفلسطينيين في جميع أنحاء الأراضي المحتلة، بما في ذلك، من بين أمور أخرى، وجود دولي أو أجنبي مؤقت"". ولم تنفذ إسرائيل ذلك قط."
DET-538,DET-538,hist009,#ERROR!,جرائم ضد الإنسانية: جزء من هجوم واسع النطاق على السكان المدنيين الفلسطينيين؛ اضطهاد منهجي.
DET-539,DET-539,hist009,#ERROR!,#ERROR!
DET-540,DET-540,hist009,القانون الدولي لحقوق الإنسان,#ERROR!
DET-541,DET-541,hist009,#ERROR!,#ERROR!
DET-542,DET-542,hist009,#ERROR!,مسؤولية الدولة: إن فشل إسرائيل في منع الهجوم رغم التحذيرات، وتسهيله من خلال غياب الجيش، ومعاقبة الضحايا بشكل جماعي، وعدم تنفيذ قرار مجلس الأمن التابع للأمم المتحدة رقم 904، يشكل مسؤولية الدولة عن الانتهاكات.
DET-543,DET-543,hist009,#ERROR!,التنفيذ: لم تمتثل إسرائيل مطلقاً لأي بند من بنود القرار 904.
DET-544,DET-544,hist009,نوع الحدث,
DET-545,DET-545,hist009,الجاني,
DET-546,DET-546,hist009,انتساب,
DET-547,DET-547,hist009,سلاح,
DET-548,DET-548,hist009,تَحَقّق,
DET-549,DET-549,hist009,الرد الإسرائيلي,
DET-550,DET-550,hist009,#ERROR!,#ERROR!
DET-551,DET-551,hist009,محمد عبد القادر,#ERROR!
DET-552,DET-552,hist009,#ERROR!,#ERROR!
DET-553,DET-553,hist009,#ERROR!,"كان الإمام الجباري يؤمّ المصلين في صلاة الفجر عندما فتح غولدشتاين النار. نجا من الحادثة. أدلى لاحقاً بشهادته عن هول الموقف قائلاً: ""كنا في حالة سجود عندما بدأ إطلاق النار. لم يتمكن الناس من الفرار لأننا كنا متكدسين بشدة. استمر إطلاق النار لدقائق بدت كأنها ساعات. عندما تمكنا أخيراً من السيطرة عليه، وجدنا أنه أعاد تعبئة سلاحه عدة مرات."""
DET-554,DET-554,hist009,#ERROR!,القرار 904 (18 مارس/آذار 1994): «يدين بشدة المجزرة التي وقعت في الخليل وما أعقبها، والتي أودت بحياة أكثر من 50 مدنياً فلسطينياً وأصابت المئات بجروح»، ويصف المجزرة بأنها «عمل شنيع». وطالب باتخاذ تدابير لحماية المدنيين الفلسطينيين، إلا أن إسرائيل لم تستجب قط.
DET-555,DET-555,hist009,#ERROR!,مجزرة مُدانة: «أنتم لستم جزءًا من مجتمع إسرائيل... أنتم لستم شركاء في المشروع الصهيوني. أنتم عار على الصهيونية وعار على اليهودية». ومع ذلك، قامت حكومته بعد ذلك بتطبيق عقوبة جماعية ضد الضحايا الفلسطينيين بدلاً من حمايتهم أو إجلاء المستوطنين.
DET-556,DET-556,hist009,#ERROR!,"شهادة مجهولة أمام لجنة شمغار: ""سمعنا إطلاق نار، لكن الضابط أمرنا بالبقاء في مواقعنا بالخارج. وعندما دخلنا أخيرًا، كانت الفوضى تعمّ المكان. أغلقنا البوابات لمنع دخول المزيد من الناس"". ويرى الفلسطينيون أن هذه الشهادة تكشف تواطؤًا عسكريًا، حيث كان الجنود حاضرين لكنهم لم يوقفوا المجزرة."
DET-557,DET-557,hist009,#ERROR!,"عقب المجزرة، أشاد قادة حزب كاخ بغولدشتاين ووصفوه بالبطل والشهيد، ووزعوا منشورات تدافع عن الهجوم، جاء فيها: ""لقد تصرف غولدشتاين لإنقاذ أرواح اليهود"". دفعت هذه التصريحات الحكومة الإسرائيلية إلى حظر حزب كاخ وتصنيفه منظمة إرهابية. مع ذلك، لا تزال هذه الأيديولوجية حاضرة في أوساط اليمين المتطرف الإسرائيلي الحالي من خلال أحزاب مثل عوتسما يهوديت."
DET-558,DET-558,hist009,علامات تحذيرية: غولدشتاين يهاجم مسجداً,قام باروخ غولدشتاين بسكب حمض على سجاد أرضية المسجد، مخلفاً ثقوباً ضخمة. وتعرض ستة مصلين للاعتداء. وتعرف حراس المسجد على غولدشتاين باعتباره الجاني. وكتبت السلطات الفلسطينية رسالة إلى رئيس الوزراء إسحاق رابين تحذره فيها من المخاطر التي يشكلها غولدشتاين، مطالبةً باتخاذ إجراءات. ولم تُتخذ أي إجراءات.
DET-559,DET-559,hist009,عشية المجزرة: توترات في المسجد,خلاف في المسجد الإبراهيمي عندما أراد حشد كبير من المصلين اليهود الدخول أثناء وقت صلاة عيد البوريم (عيد يهودي يتزامن مع شهر رمضان). اشتباكات بين الفلسطينيين والمستوطنين. تصاعد التوتر.
DET-560,DET-560,hist009,#ERROR!,لاحظ المصلون غياب الجنود الإسرائيليين عن مواقعهم المعتادة حول المسجد رغم التوترات التي سادت مساء اليوم السابق. وأدلى ناجون لاحقاً بشهادات تفيد بأن هذا الأمر كان غير معتاد على الإطلاق، ويشتبهون في تواطؤ الجيش الإسرائيلي أو علمه المسبق بالهجوم.
DET-561,DET-561,hist009,#ERROR!,#ERROR!
DET-562,DET-562,hist009,جنود إسرائيليون يحاصرون الناجين في الداخل,أغلق الجنود الإسرائيليون المتواجدون في المسجد أبوابه، وحاصروا الناجين بالداخل مع القتلى والجرحى. ومنعوا المصلين من الخروج، والمساعدات الطبية من الدخول. وصف الناجون الدماء في كل مكان، وأشلاء الجثث المتناثرة، والأطفال القتلى، والجرحى الذين يستغيثون. وتأخر الجنود في تقديم المساعدة لفترة طويلة.
DET-563,DET-563,hist009,اندلعت الاحتجاجات؛ وقتلت القوات الإسرائيلية المزيد من الفلسطينيين,انتشرت أنباء المجزرة، فخرج الفلسطينيون إلى الشوارع في حالة من الحزن والغضب. ونظمت احتجاجات أمام المسجد والمستشفى الأهلي والمقبرة حيث دُفن الضحايا. وأطلقت القوات الإسرائيلية النار على المتظاهرين، ما أسفر عن مقتل أربعة فلسطينيين على الأقل في نفس يوم المجزرة.
DET-564,DET-564,hist009,#ERROR!,اندلعت أعمال شغب واشتباكات في أنحاء الضفة الغربية. وقتلت القوات الإسرائيلية ما لا يقل عن 25 فلسطينياً آخر (وتشير بعض المصادر إلى أن العدد وصل إلى 31) خلال الاحتجاجات، ليرتفع بذلك إجمالي عدد القتلى إلى ما بين 50 و60. كما قُتل خمسة مدنيين إسرائيليين في هجمات انتقامية.
DET-565,DET-565,hist009,إسرائيل تغلق الخليل لمدة ستة أشهر,"فرض الجيش الإسرائيلي إغلاقاً كاملاً على المسجد الإبراهيمي وبلدة الخليل القديمة لمدة ستة أشهر بذريعة ""التحقيق"". 120 ألف فلسطيني تحت حظر التجول؛ 400 مستوطن يهودي يتمتعون بحرية الحركة. عقاب جماعي للضحايا."
DET-566,DET-566,hist009,#ERROR!,#ERROR!
DET-567,DET-567,hist009,حظرت إسرائيل حفلة كاخ,حظرت الحكومة الإسرائيلية حركة كاخ وصنفتها منظمة إرهابية عقب تصريحات أشادت بهجوم غولدشتاين. ومع ذلك، استمر العديد من أعضاء كاخ وأيديولوجيتها في الحركة الاستيطانية، ثم عادوا للظهور لاحقًا من خلال أحزاب مثل حزب القوة اليهودية (عوتسما يهوديت).
DET-568,DET-568,hist009,صدر تقرير لجنة شامغار,خلصت لجنة عينتها إسرائيل إلى أن غولدشتاين تصرف بمفرده، ونفت أي تواطؤ عسكري. وأوصت اللجنة باتخاذ تدابير أمنية، لكنها ألقت بالعبء كاملاً على الفلسطينيين، لا المستوطنين. وتعرض التقرير لانتقادات باعتباره تستراً على الحقيقة. كما أوصى بتقسيم المسجد لإيواء المستوطنين، وعقاب جماعي للمجتمع الفلسطيني.
DET-569,DET-569,hist009,تم تقسيم المسجد الإبراهيمي؛ وخنق المدينة القديمة,استجابةً لتوصيات شمغار، قسمت إسرائيل المسجد الإبراهيمي: 60% للعبادة اليهودية، و40% للعبادة الإسلامية، على الرغم من أن اليهود لا يمثلون سوى 0.003% من سكان الخليل. وأغلقت 520 شركة و1800 متجر في البلدة القديمة. وأغلقت شارع الشهداء (الشريان التجاري الرئيسي). وأقامت شبكة من نقاط التفتيش. وتحولت البلدة القديمة في الخليل إلى مدينة أشباح.
DET-570,DET-570,hist009,#ERROR!,#ERROR!
DET-571,DET-571,hist009,#ERROR!,#ERROR!
