detail_id,_anchor,event_id,heading_label_de,content_de
DET-302,DET-267,hist006,Jitzchak Rabin,"Militärkommandant im Sechstagekrieg. Verantwortlich für die Operationen im Westjordanland und in Ostjerusalem. Später als Ministerpräsident (1974–1977, 1992–1995) führte er Friedensverhandlungen; 1995 wurde er von einem israelischen Extremisten ermordet."
DET-303,DET-268,hist006,Levi Eschkol,"Israelischer Ministerpräsident während des Sechstagekriegs. Traf politische Entscheidungen bezüglich Besatzung und Siedlungspolitik. Anfangs zögerte er, das Westjordanland zu besetzen, stimmte aber schließlich den Militärplänen zu."
DET-304,DET-269,hist006,Unmittelbare Auswirkungen (1967-1973),Entstehung der modernen israelischen Besetzung palästinensischer Gebiete
DET-305,DET-270,hist006,Langfristige Bedeutung (1973 bis heute),Die Besetzung dauert auch 55 Jahre und länger an – die längste militärische Besetzung in der modernen Geschichte.
DET-306,DET-271,hist006,Rechenschaftspflicht und Völkerrecht,✗ Keine israelischen Beamten wurden wegen Vertreibung oder Dorfzerstörung strafrechtlich verfolgt.
DET-307,DET-272,hist006,Unmittelbare Auswirkungen (1967-1973),"300.000–400.000 Palästinenser wurden vertrieben; etwa 175.000 davon waren Flüchtlinge von 1948, die zum zweiten Mal vertrieben wurden."
DET-308,DET-273,hist006,Langfristige Bedeutung (1973 bis heute),Mehr als 700.000 israelische Siedler im Westjordanland und in Ostjerusalem (2024)
DET-309,DET-274,hist006,Rechenschaftspflicht und Völkerrecht,✗ Israel hat sich trotz der UN-Resolution 242 nie aus den besetzten Gebieten zurückgezogen.
DET-310,DET-275,hist006,Unmittelbare Auswirkungen (1967-1973),Israel erlangte zum ersten Mal seit 1948 die Kontrolle über das gesamte historische Palästina.
DET-311,DET-276,hist006,Langfristige Bedeutung (1973 bis heute),"Die Besatzung prägt jeden Aspekt des palästinensischen Lebens: Bewegungsfreiheit, Wirtschaft, Regierungsführung, Sicherheit"
DET-312,DET-277,hist006,Rechenschaftspflicht und Völkerrecht,✗ Vertriebenen Palästinensern wurde die Rückkehr verweigert; sie erhielten keine Entschädigung.
DET-313,DET-278,hist006,Unmittelbare Auswirkungen (1967-1973),Die Resolution 242 des UN-Sicherheitsrates wurde zur Grundlage des Friedensprozesses
DET-314,DET-279,hist006,Langfristige Bedeutung (1973 bis heute),Die Besatzung ist zentral für den israelisch-palästinensischen Konflikt und die allgemeine Instabilität im Nahen Osten.
DET-315,DET-280,hist006,Rechenschaftspflicht und Völkerrecht,✗ Zerstörte Dörfer (Latrun) wurden nie wieder aufgebaut; das Gebiet wurde in den Canada Park umgewandelt
DET-316,DET-281,hist006,Unmittelbare Auswirkungen (1967-1973),Beginn des israelischen Siedlungsbaus in den besetzten Gebieten
DET-317,DET-282,hist006,Langfristige Bedeutung (1973 bis heute),Internationaler Konsens: Besetzung illegal; Siedlungen stellen Kriegsverbrechen dar.
DET-318,DET-283,hist006,Rechenschaftspflicht und Völkerrecht,✗ Das Siedlungsunternehmen expandierte trotz Verstößen gegen das Völkerrecht massiv.
DET-319,DET-284,hist006,Unmittelbare Auswirkungen (1967-1973),Die palästinensische Nationalbewegung verlagerte ihren Fokus von der Rückkehr der Flüchtlinge auf die Befreiung der besetzten Gebiete.
DET-320,DET-285,hist006,Langfristige Bedeutung (1973 bis heute),"Mehrere Friedensinitiativen (Camp David, Oslo, Roadmap) scheiterten daran, die Besatzung zu beenden"
DET-321,DET-286,hist006,Rechenschaftspflicht und Völkerrecht,✓ Internationaler Konsens: Die Besetzung ist illegal und muss beendet werden
DET-322,DET-287,hist006,Langfristige Bedeutung (1973 bis heute),Die Zweistaatenlösung wird aufgrund der Siedlungsausweitung zunehmend in Frage gestellt.
DET-323,DET-288,hist006,Rechenschaftspflicht und Völkerrecht,✓ Internationaler Gerichtshof (2004): Die Besetzung verstößt gegen das Völkerrecht
DET-324,DET-289,hist006,Langfristige Bedeutung (1973 bis heute),Der Hamas-Angriff im Oktober 2023 und der darauffolgende Gaza-Krieg haben ihre Wurzeln teilweise in der ungelösten Besatzungsfrage von 1967.
DET-325,DET-290,hist006,Rechenschaftspflicht und Völkerrecht,"✓ Resolutionen des UN-Sicherheitsrats, die Verstöße verurteilen, sind weiterhin aktenkundig."
DET-326,DET-291,hist006,Rechenschaftspflicht und Völkerrecht,✓ Internationaler Strafgerichtshof untersucht mutmaßliche Verbrechen in besetzten Gebieten
DET-327,DET-292,hist006,Viertes Genfer Abkommen (1949) – Verstöße,Artikel 49: „Einzelne oder massenhafte Zwangsverlegungen … von geschützten Personen aus besetztem Gebiet … sind unabhängig vom Motiv verboten.“ Vertreibung und Verhinderung der Rückkehr verstoßen gegen diesen Kernschutz.
DET-328,DET-293,hist006,Resolutionen des UN-Sicherheitsrates,"Resolution 242 (1967): Forderte den „Rückzug der israelischen Streitkräfte aus den besetzten Gebieten“ und eine „gerechte Lösung des Flüchtlingsproblems“. Sie bleibt Grundlage des Friedensprozesses, wurde aber nicht umgesetzt."
DET-329,DET-294,hist006,Gutachten des Internationalen Gerichtshofs (2004),"Gutachten zur Mauer: Der Internationale Gerichtshof (IGH) erklärte den israelischen Bau der Trennmauer im Westjordanland für rechtswidrig. Er bekräftigte, dass die Vierte Genfer Konvention auch für die besetzten palästinensischen Gebiete gilt."
DET-330,DET-295,hist006,Laufende Beschäftigung – Moderne Beurteilung,Andauernde Besatzung: Mit über 55 Jahren ist die israelische Besatzung die längste militärische Besatzung in der modernen Geschichte. Das Völkerrecht sieht in einer anhaltenden Besatzung zusätzliche rechtliche Bedenken.
DET-331,DET-296,hist006,Viertes Genfer Abkommen (1949) – Verstöße,Artikel 49(6): „Die Besatzungsmacht darf keine Teile ihrer eigenen Zivilbevölkerung in das von ihr besetzte Gebiet deportieren oder verlegen.“ Das israelische Siedlungswesen verstößt gegen diese Bestimmung (über 700.000 Siedler im Jahr 2024).
DET-332,DET-297,hist006,Resolutionen des UN-Sicherheitsrates,"Resolution 252 (1968): Erklärte die israelischen Annexionsmaßnahmen in Jerusalem für ungültig. Forderte Israel auf, alle Maßnahmen zur Änderung des Status der Stadt rückgängig zu machen."
DET-333,DET-298,hist006,Gutachten des Internationalen Gerichtshofs (2004),"Siedlungen: Der Internationale Gerichtshof bestätigte, dass israelische Siedlungen gegen Artikel 49 Absatz 6 der Genfer Konvention verstoßen. Er forderte Israel auf, den Siedlungsbau einzustellen und die bestehenden Siedlungen aufzulösen."
DET-334,DET-299,hist006,Laufende Beschäftigung – Moderne Beurteilung,"De facto Annexion: Obwohl Israel das Westjordanland nie formell annektiert hat, stellen Siedlungsaktivitäten und die administrative Integration eine faktische Annexion dar, die gegen das Völkerrecht verstößt."
DET-335,DET-300,hist006,Viertes Genfer Abkommen (1949) – Verstöße,"Artikel 53: „Jegliche Zerstörung von Eigentum durch die Besatzungsmacht ist verboten, es sei denn, eine solche Zerstörung ist aufgrund militärischer Operationen unbedingt erforderlich.“ Der Abriss der Dörfer von Latrun und des marokkanischen Viertels war militärisch nicht notwendig."
DET-336,DET-301,hist006,Resolutionen des UN-Sicherheitsrates,"Resolution 298 (1971): Verurteilte das Versäumnis Israels, frühere Resolutionen in Bezug auf Jerusalem einzuhalten."
DET-337,DET-302,hist006,Gutachten des Internationalen Gerichtshofs (2004),Verpflichtungen aus der Besatzung: Der Internationale Gerichtshof (IGH) erklärte Israel in den besetzten Gebieten für an das humanitäre Völkerrecht und die Menschenrechte gebunden.
DET-338,DET-303,hist006,Laufende Beschäftigung – Moderne Beurteilung,Bevölkerungstransfer: Die Verlegung von über 700.000 israelischen Zivilisten in besetztes Gebiet stellt einen systematischen Verstoß gegen Artikel 49(6) der Genfer Konvention dar.
DET-339,DET-304,hist006,Viertes Genfer Abkommen (1949) – Verstöße,"Artikel 147 (Schwerwiegende Verstöße): Die weitreichende Zerstörung von Eigentum, die nicht durch militärische Notwendigkeit gerechtfertigt ist, stellt einen schweren Verstoß (Kriegsverbrechen) dar."
DET-340,DET-305,hist006,Resolutionen des UN-Sicherheitsrates,"Resolution 465 (1980): Stellte fest, dass israelische Siedlungen in besetzten Gebieten „keine Rechtsgültigkeit besitzen“ und einen „eklatanten Verstoß“ gegen die Genfer Konvention darstellen."
DET-341,DET-306,hist006,Resolutionen des UN-Sicherheitsrates,"Resolution 478 (1980): Erklärte Israels „Grundgesetz“, das Jerusalem zur „ewigen Hauptstadt“ erklärte, für null und nichtig."
DET-342,DET-307,hist006,Ereignistyp,
DET-343,DET-308,hist006,Täter,
DET-344,DET-309,hist006,Überprüfung,
DET-345,DET-310,hist006,Reaktion der Vereinten Nationen,
DET-346,DET-311,hist006,Moshe Dayan,"Nach der Eroberung der Altstadt verkündete er: „Wir sind zu unserem heiligsten Ort zurückgekehrt und werden ihn nie wieder verlassen.“ Später reflektierte er über die Vertreibung: „Wir kamen in dieses Land, das bereits von Arabern bewohnt war, und wir errichten hier … einen jüdischen Staat.“ Bezüglich der Dörfer von Latrun sagte er: „Wir mussten drei arabische Dörfer in der Gegend von Latrun zerstören.“"
DET-347,DET-312,hist006,Amos Elon,"Er wurde Zeuge der Zerstörung des Dorfes Imwas im Juni 1967: „Militärische Bulldozer beendeten ihre Arbeit … kein Stein blieb stehen … die Brunnen waren mit Beton abgedeckt.“ Er beschrieb, wie die Bewohner mit ihrem Hab und Gut „die Hauptstraße hinunter nach Ramallah stapften“."
DET-348,DET-313,hist006,Hussein Musa (Einwohner von Imwas),"Bewohner des Dorfes Imwas: „Die israelischen Soldaten kamen und sagten uns, wir hätten drei Stunden Zeit zu gehen… wir nahmen, was wir tragen konnten. Als wir von den Hügeln zurückblickten, zerstörten sie alles mit Bulldozern – unsere Häuser, unsere Moschee, unseren Friedhof. Alles.“"
DET-349,DET-314,hist006,Tom Segev,"In „1967: Israel, der Krieg und das Jahr, das den Nahen Osten veränderte“ heißt es: „Unmittelbar nach dem Krieg ergriff Israel Maßnahmen, die die Rückkehr von Flüchtlingen unmöglich machten.“ Dokumentierte Militärbefehle verhinderten die Rückkehr, Ausweise wurden eingezogen. „Die Regierung vertrat die Position, dass den meisten Flüchtlingen die Rückkehr nicht gestattet werden sollte.“"
DET-350,DET-315,hist006,UN-Generalsekretär U Thant,"Bericht an den Sicherheitsrat: „Die Vertreibung der Zivilbevölkerung infolge des Konflikts verursacht weiterhin großes menschliches Leid und stellt eine ernsthafte Bedrohung für Frieden und Sicherheit dar.“ Es wurde gefordert, Flüchtlingen die Rückkehr zu ermöglichen oder ihnen Entschädigung zu gewähren."
DET-351,DET-316,hist006,Internationales Komitee vom Roten Kreuz,"Das IKRK erklärte, die Vierte Genfer Konvention sei auch für besetzte Gebiete anwendbar. Es dokumentierte Massenvertreibungen, Hauszerstörungen und die Verhinderung der Rückkehr. Das IKRK forderte Israel auf, Flüchtlingen die Rückkehr zu ermöglichen und die zivilen Schutzrechte gemäß dem humanitären Völkerrecht zu achten."
DET-352,DET-317,hist006,Der Krieg beginnt – Operation Fokus,Israel führt präventive Luftangriffe durch und zerstört die ägyptische Luftwaffe am Boden. Jordanien und Syrien treten in den Krieg ein und unterstützen Ägypten. Israelische Bodentruppen rücken in den Sinai und den Gazastreifen ein.
DET-353,DET-318,hist006,Invasion im Westjordanland; Vertreibung beginnt,"Israelische Truppen dringen in das jordanische Westjordanland ein. Eine Massenflucht setzt ein, als Palästinenser vor der vorrückenden israelischen Armee fliehen, aus Angst vor einer Wiederholung der Ereignisse von 1948. Der israelische Rundfunk sendet auf Arabisch und ruft die Palästinenser zur Flucht auf."
DET-354,DET-319,hist006,Ostjerusalem besetzt,Israelische Fallschirmjäger erobern die Altstadt von Jerusalem. Verteidigungsminister Moshe Dayan verkündet: „Wir sind zum heiligsten unserer heiligen Stätten zurückgekehrt und werden uns nie wieder von ihm trennen.“
DET-355,DET-320,hist006,Dörfer in Latrun abgerissen,"Die Dörfer Imwas, Yalo und Beit Nuba in der Region Latrun wurden evakuiert. Die Bewohner hatten mehrere Stunden Zeit, ihre Häuser zu verlassen. Die israelischen Streitkräfte zerstörten systematisch alle Gebäude mit Bulldozern und Sprengstoff. Rund 10.000 Bewohner wurden vertrieben und konnten nicht zurückkehren."
DET-356,DET-321,hist006,Marokkanisches Viertel abgerissen,"Israelische Behörden haben das marokkanische Viertel (Harat al-Maghariba) in der Jerusalemer Altstadt, angrenzend an die Klagemauer, dem Erdboden gleichgemacht. 135 Häuser wurden zerstört, 650 Bewohner innerhalb kürzester Zeit vertrieben, um Platz an der Klagemauer zu schaffen."
DET-357,DET-322,hist006,Waffenstillstand; Besetzung abgeschlossen,"Der Krieg endet nach sechs Tagen. Israel besetzt das Westjordanland, den Gazastreifen, Ostjerusalem, die Golanhöhen und die Sinai-Halbinsel. Die Besetzung der palästinensischen Gebiete dauert bis heute an."
DET-358,DET-323,hist006,Militärbefehle verhindern Rückkehr,"Die israelische Militärregierung erlässt Anordnungen, die vertriebenen Palästinensern die Rückkehr verweigern. Ein Ausweissystem wird eingeführt; Ausreisenden wird die Wiedereinreise verweigert. Eigentum wird als „Vermögen von Abwesenden“ deklariert und kann beschlagnahmt werden."
DET-359,DET-324,hist006,Dringlichkeitssitzung der UN-Generalversammlung,Eine Dringlichkeitssitzung wurde einberufen. Mehrere Resolutionen verurteilen die israelische Annexion Jerusalems und fordern die Rückkehr der Flüchtlinge. Israel lehnt alle Resolutionen ab.
DET-360,DET-325,hist007,Resolution 242 des UN-Sicherheitsrates,"Eine wegweisende Resolution fordert den „Rückzug der israelischen Streitkräfte aus den besetzten Gebieten“ und eine „gerechte Lösung des Flüchtlingsproblems“. Sie bildete die Grundlage des Friedensprozesses, ist aber auch mehr als 55 Jahre später noch nicht umgesetzt."
DET-361,DET-326,hist007,Systematische Dorfzerstörung,"Drei ganze Dörfer (Imwas, Yalo, Beit Nuba) wurden innerhalb weniger Tage nach der Besetzung dem Erdboden gleichgemacht. Die Bewohner hatten ein bis drei Stunden Zeit, das Gebiet zu verlassen. Alle Häuser, Moscheen, Kirchen und Friedhöfe wurden systematisch zerstört. Insgesamt wurden 10.000 Einwohner vertrieben; das Gebiet wurde in einen Canada Park umgewandelt. Es wurden keine Entschädigungen gezahlt."
DET-362,DET-327,hist007,Abriss des marokkanischen Viertels,"Ein historisches, 770 Jahre altes Jerusalemer Viertel wurde 48 Stunden nach der Besetzung dem Erdboden gleichgemacht. 135 Häuser, zwei Moscheen und eine Zawiya (islamische Schule) wurden zerstört. 650 Bewohner hatten drei Stunden Zeit, das Viertel zu verlassen. Die Afdal-Moschee (12. Jahrhundert) und weitere historische Stätten wurden abgerissen."
DET-363,DET-328,hist007,Verhinderung der Rückkehr,Militärische Anordnungen und das Ausweissystem verhinderten die Rückkehr vertriebener Palästinenser in ihre Heimat – ein direkter Verstoß gegen das humanitäre Völkerrecht. Artikel 49 der Vierten Genfer Konvention besagt: Besatzungsmächte dürfen geschützte Personen nicht zwangsweise verlegen oder abschieben.
DET-364,DET-329,hist007,Illegale Annexion,Ostjerusalem wurde am 28. Juni 1967 formell annektiert (international nicht anerkannt). Die Golanhöhen wurden 1981 annektiert. Der UN-Sicherheitsrat erklärte die Annexionen für nichtig. Die Verlegung israelischer Zivilisten in die besetzten Gebiete verstößt gegen Artikel 49 der Genfer Konvention.
DET-365,DET-330,hist007,Massenverschiebung,"300.000 bis 400.000 Palästinenser wurden während und unmittelbar nach dem Krieg vertrieben. Viele wurden durch psychologische Kriegsführung (Radiosendungen), Verhinderung der Rückkehr und Hauszerstörungen zur Flucht gezwungen. Etwa die Hälfte waren bereits 1948 vertriebene Flüchtlinge."
DET-366,DET-331,hist007,Außergerichtliche Tötungen,Es gibt zahlreiche dokumentierte Fälle von Tötungen von Kriegsgefangenen und zivilen Opfern. Ägyptische Kriegsgefangene wurden in al-Arisch getötet. Eine systematische Dokumentation wurde durch den verweigerten Zugang des IKRK während des Konflikts verhindert.
DET-367,DET-332,hist007,Libanesischer offizieller Graf,Eine Kommission der libanesischen Regierung dokumentierte 800 identifizierte Leichen
DET-368,DET-333,hist007,Palästinensische und internationale Quellen,Palästinensischer Roter Halbmond: 3.500; verschiedene internationale Organisationen: 2.000–2.750
DET-369,DET-334,hist007,"Frauen, Kinder, ältere Menschen",Die meisten Opfer sind Zivilisten; systematische Angriffe auf Zivilisten.
DET-370,DET-335,hist007,Vermisst/Verschwunden,Viele Leichen in Massengräbern bestattet; Identifizierung unvollständig; einige nie gefunden
DET-371,DET-336,hist007,Ariel Sharon,"Die Kahan-Kommission befand Sharon für die „persönliche Verantwortung“ für das Massaker verantwortlich. Er hatte den Phalangisten den Zutritt zu den Lagern trotz vorhersehbarer Gefahr für die Zivilbevölkerung genehmigt. Trotz eingehender Berichte konnte er die Tötungen nicht verhindern. Ihm wurde die Absetzung als Verteidigungsminister empfohlen. Er trat zurück, blieb aber im Kabinett. Später diente er von 2001 bis 2006 als Premierminister. Mehrere internationale Anklageversuche scheiterten."
DET-372,DET-337,hist007,Rafael Eitan,"Oberbefehlshaber der IDF-Operationen im Libanon. Koordinierte den Einmarsch der Phalangisten in die Lager. Erhielt Berichte über Massaker an Zivilisten, befahl den Milizen jedoch, die Operationen fortzusetzen. Die Kahan-Kommission befand ihn der Fahrlässigkeit für schuldig. Seine Absetzung wurde empfohlen, obwohl er bereits für den Ruhestand vorgesehen war. Später ging er in die Politik; er wurde nie strafrechtlich verfolgt."
DET-373,DET-338,hist007,Menachem Begin,"Premierminister während des Libanonkriegs (Operation Frieden für Galiläa). Autorisierte die Invasion und Besetzung Westbeiruts. Die Kahan-Kommission stellte fest, dass er sich stärker für die Verhinderung vorhersehbarer Schäden hätte einsetzen müssen. Er wurde nicht zur Absetzung empfohlen. Trat 1983 zurück, unter anderem aufgrund der Misserfolge im Libanonkrieg."
DET-374,DET-339,hist007,Yitzhak Shamir,"Außenminister während des Massakers. Die Kahan-Kommission stellte fest, dass er vom Einmarsch der Phalangisten wusste, aber nicht einschritt. Später wurde er Premierminister (1983–84, 1986–92). Er wurde nie für seine Rolle bei den Ereignissen zur Rechenschaft gezogen."
DET-375,DET-340,hist007,Elie Hobeika,"Der Kommandeur der Libanesischen Streitkräfte führte Milizionäre der Phalangisten in Lager. Er war direkt verantwortlich für die Organisation und Durchführung des Massakers. Er wurde nie angeklagt. 2002 wurde er in Beirut bei einem Autobombenanschlag ermordet, kurz vor seiner geplanten Aussage in einem belgischen Fall zum Weltrechtsprinzip."
DET-376,DET-341,hist007,Fadi Frem,"Ein hochrangiger Kommandeur der libanesischen Streitkräfte, der während des Massakers Milizionäre anführte. Er leitete Bodenoperationen in den Lagern. Er wurde nie strafrechtlich verfolgt. Seine Identität und sein Schicksal sind nur unzureichend dokumentiert."
DET-377,DET-342,hist007,Unmittelbare Auswirkungen (1982-1983),Internationale Empörung; weitverbreitete Verurteilung Israels und der Phalangisten
DET-378,DET-343,hist007,Langfristige Bedeutung,Symbol des palästinensischen Leids und des Versagens der internationalen Gemeinschaft beim Schutz der Flüchtlinge
DET-379,DET-344,hist007,Rechenschaftsergebnisse,"✗ Kein einziger libanesischer Phalangistenmilizionär wurde jemals strafrechtlich verfolgt, obwohl er Morde begangen hatte."
DET-380,DET-345,hist007,Unmittelbare Auswirkungen (1982-1983),Größter Protest in der israelischen Geschichte: 400.000 Israelis (10 % der Bevölkerung) forderten eine Untersuchung
DET-381,DET-346,hist007,Langfristige Bedeutung,"Es wurde ein Präzedenzfall für die Feststellung der „Befehlsverantwortung“ geschaffen, selbst wenn die direkten Täter nichtstaatliche Akteure waren."
DET-382,DET-347,hist007,Rechenschaftsergebnisse,✗ Trotz der Feststellungen von Kahan zur Verantwortung wurde kein israelisches Militärpersonal strafrechtlich verfolgt.
DET-383,DET-348,hist007,Unmittelbare Auswirkungen (1982-1983),"Kahan-Kommission eingerichtet – seltenes Beispiel dafür, dass ein Land die Rolle des eigenen Militärs bei einem Gräuel untersucht"
DET-384,DET-349,hist007,Langfristige Bedeutung,Der Bericht der Kahan-Kommission wurde zum Bezugspunkt für die Untersuchung von Fehlverhalten im Militär.
DET-385,DET-350,hist007,Rechenschaftsergebnisse,✗ Ariel Sharon wurde nie strafrechtlich verfolgt; später war er Premierminister.
DET-386,DET-351,hist007,Unmittelbare Auswirkungen (1982-1983),"Sharon musste als Verteidigungsministerin zurücktreten, blieb aber ohne Geschäftsbereich im Kabinett."
DET-387,DET-352,hist007,Langfristige Bedeutung,Trotz der Feststellung persönlicher Verantwortung wurde Sharon später Premierministerin (2001-2006).
DET-388,DET-353,hist007,Rechenschaftsergebnisse,✗ Der belgische Fall zur universellen Gerichtsbarkeit (2001) wurde nach politischem Druck abgewiesen.
DET-389,DET-354,hist007,Unmittelbare Auswirkungen (1982-1983),Die UN-Generalversammlung erklärte das Massaker zu einem „Akt des Völkermords“ (Resolution 37/123 D).
DET-390,DET-355,hist007,Langfristige Bedeutung,Gescheiterte Strafverfolgungen (Belgien 2001) verdeutlichten die Grenzen der universellen Gerichtsbarkeit im Falle des Widerstands mächtiger Staaten.
DET-391,DET-356,hist007,Rechenschaftsergebnisse,✗ Elie Hobeika (Phalangistenkommandant) wurde 2002 vor seiner Aussage ermordet.
DET-392,DET-357,hist007,Unmittelbare Auswirkungen (1982-1983),"Beschleunigter israelischer Rückzug aus dem Libanon (abgeschlossen 1985, außer der „Sicherheitszone“)"
DET-393,DET-358,hist007,Langfristige Bedeutung,"Jährlich vom 16. bis 18. September finden Gedenkveranstaltungen statt, die von palästinensischen Gruppen und Solidaritätsgruppen weltweit abgehalten werden."
DET-394,DET-359,hist007,Rechenschaftsergebnisse,✗ Die Familien der Opfer erhielten keine Entschädigung; es gab keine offizielle Entschuldigung von den Tätern.
DET-395,DET-360,hist007,Unmittelbare Auswirkungen (1982-1983),Verschärfung der libanesisch-palästinensischen Spannungen; geschwächte Position der Palästinenser im Libanon
DET-396,DET-361,hist007,Langfristige Bedeutung,Erwähnt in den Diskussionen des Internationalen Strafgerichtshofs über Befehlsverantwortung
DET-397,DET-362,hist007,Rechenschaftsergebnisse,✓ Die Kahan-Kommission lieferte eine offizielle israelische Anerkennung der Verantwortung (selten)
DET-398,DET-363,hist007,Rechenschaftsergebnisse,✓ Sharon wurde zum Rücktritt als Verteidigungsministerin gezwungen (blieb aber in der Politik aktiv).
DET-399,DET-364,hist007,Rechenschaftsergebnisse,✓ UN- und internationale Dokumentation erhalten; Massaker in den historischen Aufzeichnungen anerkannt
DET-400,DET-365,hist007,Rechenschaftsergebnisse,✓ Fallbeispiel aus Kursen zum internationalen Strafrecht als Beispiel für Befehlsverantwortung
DET-401,DET-366,hist007,Verstöße gegen das Vierte Genfer Abkommen (1949),"Artikel 27: Geschützte Personen haben Anspruch auf Achtung ihrer Person, Ehre, Familienrechte und religiösen Überzeugungen. Sie sind vor Gewalt, Einschüchterung, Beleidigungen und systematischer Verletzung öffentlicher Neugier zu schützen."
DET-402,DET-367,hist007,Doktrin der Befehlsverantwortung,"Übergeordnete Verantwortung: Die israelischen Kommandeure wussten oder hätten wissen müssen, dass das Massaker stattfand, und unterließen es, es zu verhindern oder zu bestrafen. Dies stellte die Kahan-Kommission ausdrücklich fest."
DET-403,DET-368,hist007,Ergebnisse der UN-Generalversammlung,"Resolution 37/123 D (1982): Erklärte das Massaker zu einem „Völkermord“. Verabschiedet mit 123 Ja-Stimmen, 0 Nein-Stimmen und 22 Enthaltungen. Israel wies die Einstufung zurück, bestritt jedoch nicht die festgestellten Tatsachen."
DET-404,DET-369,hist007,Versuche der individuellen strafrechtlichen Verantwortlichkeit,Belgien (2001): Die Hinterbliebenen reichten Klage nach dem Weltrechtsprinzip ein. Der belgische Oberste Gerichtshof ließ zunächst eine Strafverfolgung von Sharon zu. Das Gesetz wurde später unter Druck der USA und Israels geändert; die Klage wurde abgewiesen.
DET-405,DET-370,hist007,Verstöße gegen das Vierte Genfer Abkommen (1949),Artikel 32: Verbot der körperlichen Misshandlung oder Vernichtung von geschützten Personen. Ein Massaker gilt als Vernichtung.
DET-406,DET-371,hist007,Doktrin der Befehlsverantwortung,"Präventionspflicht: Nach Völkergewohnheitsrecht müssen Befehlshaber geeignete Maßnahmen ergreifen, um Verbrechen durch die ihnen unterstellten Streitkräfte zu verhindern. Sharon und das IDF-Kommando haben diese Pflicht verletzt."
DET-407,DET-372,hist007,Ergebnisse der UN-Generalversammlung,"Analyse gemäß der Völkermordkonvention: Handlungen, die mit der Absicht begangen werden, die palästinensische Gruppe als solche ganz oder teilweise zu vernichten. Vorsätzliche Tötung von Mitgliedern der Gruppe (Artikel II(a))."
DET-408,DET-373,hist007,Versuche der individuellen strafrechtlichen Verantwortlichkeit,"Das Prinzip der universellen Gerichtsbarkeit besagt, dass Kriegsverbrechen und Verbrechen gegen die Menschlichkeit überall verfolgt werden können. Politische Erwägungen verhinderten jedoch eine Strafverfolgung."
DET-409,DET-374,hist007,Verstöße gegen das Vierte Genfer Abkommen (1949),"Artikel 147 (Schwerwiegende Verstöße): Vorsätzliche Tötung, Folter und unmenschliche Behandlung von Schutzpersonen stellen Kriegsverbrechen dar. All dies trifft auf Sabra und Shatila zu."
DET-410,DET-375,hist007,Doktrin der Befehlsverantwortung,"Persönliche Verantwortung: Kahan-Kommission: Sharon trug die „persönliche Verantwortung“ dafür, dass sie trotz vorhersehbarer Risiken keine Anordnung zur Verhinderung von Schäden an Zivilisten erlassen hatte."
DET-411,DET-376,hist007,Versuche der individuellen strafrechtlichen Verantwortlichkeit,Zuständigkeit des Internationalen Strafgerichtshofs: Das Römische Statut war 1982 noch nicht in Kraft; eine rückwirkende Strafverfolgung ist daher ausgeschlossen. Die Handlungen würden jedoch nach geltendem Recht Verbrechen gegen die Menschlichkeit und Kriegsverbrechen darstellen.
DET-412,DET-377,hist007,Verstöße gegen das Vierte Genfer Abkommen (1949),Verantwortung der Besatzungsmacht: Israel als Besatzungsmacht in Westbeirut trug die rechtliche Verantwortung für den Schutz der Zivilbevölkerung unter seiner Kontrolle.
DET-413,DET-378,hist007,Ereignistyp,
DET-414,DET-379,hist007,Täter,
DET-415,DET-380,hist007,Überprüfung,
DET-416,DET-381,hist007,Reaktion der Vereinten Nationen,
DET-417,DET-382,hist007,Robert Fisk,"Am Morgen des 18. September betrat ich die Lager. „Frauen lagen in den Hauseingängen, von vorn und hinten erschossen … Ich stieß auf eine Gruppe Frauen und Kinder, die um einen toten Mann herumstanden, der in einem Müllhaufen lag. Zu meiner Rechten stand eine junge Palästinenserin … die ein kleines Baby an sich drückte. Dem Baby war in den Hinterkopf geschossen worden.“ Ich beschrieb die systematische Vorgehensweise bei den Tötungen."
DET-418,DET-383,hist007,Kahan-Kommission,"Offizielle Feststellung: Sharon trug die „persönliche Verantwortung“ für das Unterlassen der Verhinderung des Massakers. „Es ist unmöglich zu rechtfertigen, dass der Verteidigungsminister die Gefahr von Racheakten missachtete und nicht in den Verlauf der Ereignisse eingriff.“ Sharons Absetzung wurde empfohlen; Generalstabschef Eitan und weitere Beteiligte wurden für fahrlässig befunden."
DET-419,DET-384,hist007,Ellen Siegel,"Er war während des Massakers anwesend, wurde Zeuge von Tötungen und versuchte, Verwundeten zu helfen. Er sagte aus: „Ich sah israelische Soldaten auf den Dächern stehen und zusehen, wie die Phalangisten von Haus zu Haus gingen.“ Er beschrieb, wie er Leichen von Frauen und Kindern sah und wie Massengräber ausgehoben wurden."
DET-420,DET-385,hist007,Ariel Sharon,"Zunächst leugnete er die israelische Verantwortung. Nach der Kahan-Kommission räumte er eine „indirekte“ Verantwortung ein, behauptete aber, das Massaker nicht vorhersehen zu können. In seiner Autobiografie „Krieger“ (1989) verteidigte er die Entscheidung, Phalangisten in Lager zu schicken. Er äußerte nie Reue. Er trat als Verteidigungsminister zurück, blieb aber im Kabinett."
